begin_AOI_fix, final_AOI_fix, AOI, game, round
633184928, 633185128, 3_3, 1, 1
633185261, 633185528, 2_3, 1, 1
633185644, 633185877, 1_2, 1, 1
633185994, 633185994, 1_1, 1, 1
633186027, 633186027, 1_2, 1, 1
633186144, 633186343, 1_3, 1, 1
633186660, 633186843, 3_3, 1, 1
633186859, 633186859, 3_4, 1, 1
633186976, 633187043, 4_0, 1, 1
633187059, 633187226, 3_5, 1, 1
633187442, 633187642, 3_2, 1, 1
633187675, 633187991, 3_3, 1, 1
633188108, 633188225, 2_3, 1, 1
633188341, 633188491, 3_4, 1, 1
633188508, 633188508, 3_5, 1, 1
633188624, 633188757, 3_4, 1, 1
633189074, 633189074, 3_5, 1, 1
633189090, 633189090, 2_5, 1, 1
633189207, 633189407, 2_4, 1, 1
633189623, 633189756, 1_4, 1, 1
633189873, 633190156, 2_5, 1, 1
633190272, 633190622, 3_5, 1, 1
633190939, 633191022, 1_5, 1, 1
633191239, 633191239, 1_3, 1, 1
633191255, 633191522, 1_2, 1, 1
633191838, 633191905, 3_2, 1, 1
633191921, 633192221, 3_1, 1, 1
633192238, 633192454, 3_2, 1, 1
633192770, 633193004, 3_3, 1, 1
633193137, 633193603, 4_0, 1, 1
633193720, 633193803, 3_3, 1, 1
633193919, 633194086, 3_2, 1, 1
633194302, 633194502, 4_0, 1, 1
633207122, 633207505, 2_3, 1, 2
633207621, 633207888, 3_2, 1, 2
633207904, 633208504, 3_3, 1, 2
633208620, 633209036, 2_3, 1, 2
633209053, 633209186, 2_2, 1, 2
633209303, 633209436, 1_2, 1, 2
633209553, 633209736, 1_3, 1, 2
633209752, 633209786, 1_4, 1, 2
633209819, 633209885, 1_4, 1, 2
633209935, 633209952, 1_4, 1, 2
633209969, 633209969, 1_3, 1, 2
633210085, 633210268, 2_3, 1, 2
633210485, 633211118, 4_0, 1, 2
633211418, 633211768, 2_3, 1, 2
633233479, 633233595, 2_3, 1, 3
633233628, 633233628, 2_2, 1, 3
633233645, 633233645, 2_3, 1, 3
633233678, 633233712, 2_3, 1, 3
633233745, 633233745, 2_3, 1, 3
633233861, 633234278, 3_2, 1, 3
633234494, 633234561, 1_2, 1, 3
633234594, 633235077, 1_3, 1, 3
633235293, 633235626, 3_3, 1, 3
633235643, 633236076, 3_2, 1, 3
633236092, 633236092, 3_3, 1, 3
633236126, 633236209, 3_3, 1, 3
633236242, 633236242, 3_2, 1, 3
633236359, 633236475, 3_1, 1, 3
633236492, 633236492, 3_2, 1, 3
633236708, 633236841, 4_0, 1, 3
633236975, 633237091, 3_4, 1, 3
633237108, 633237341, 4_0, 1, 3
633237457, 633237674, 3_5, 1, 3
633237690, 633237857, 3_4, 1, 3
633237890, 633238123, 3_5, 1, 3
633254890, 633254940, 2_3, 1, 4
633254973, 633255372, 2_3, 1, 4
633255506, 633255772, 3_2, 1, 4
633255789, 633256538, 3_3, 1, 4
633256555, 633256555, 3_4, 1, 4
633256588, 633256954, 3_4, 1, 4
633257170, 633257387, 1_3, 1, 4
633257404, 633258086, 1_2, 1, 4
633258103, 633258153, 1_3, 1, 4
633258169, 633258169, 1_2, 1, 4
633258186, 633258253, 1_3, 1, 4
633258369, 633258452, 2_3, 1, 4
633258569, 633258835, 3_3, 1, 4
633258869, 633258968, 3_3, 1, 4
633258985, 633259501, 3_2, 1, 4
633259618, 633260050, 3_4, 1, 4
633260267, 633260317, 1_4, 1, 4
633260433, 633260533, 2_4, 1, 4
633260650, 633260733, 2_5, 1, 4
633260766, 633260833, 2_4, 1, 4
633260951, 633261750, 1_4, 1, 4
633261866, 633262133, 2_4, 1, 4
633262249, 633262649, 3_4, 1, 4
633262665, 633262815, 3_5, 1, 4
633263032, 633263231, 1_5, 1, 4
633263348, 633263381, 2_5, 1, 4
633263597, 633264147, 4_0, 1, 4
633268292, 633268575, 2_3, 1, 5
633268592, 633268758, 2_2, 1, 5
633268875, 633268958, 1_2, 1, 5
633268975, 633268991, 1_3, 1, 5
633269025, 633269341, 1_3, 1, 5
633269458, 633269524, 2_3, 1, 5
633269641, 633269774, 3_3, 1, 5
633269791, 633270140, 3_2, 1, 5
633270257, 633270473, 3_1, 1, 5
633270490, 633270656, 3_2, 1, 5
633270673, 633271123, 3_3, 1, 5
633271140, 633271673, 3_4, 1, 5
633271789, 633272122, 2_4, 1, 5
633272239, 633272306, 1_4, 1, 5
633272522, 633272805, 3_4, 1, 5
633272971, 633272971, 1_4, 1, 5
633273005, 633273138, 2_4, 1, 5
633273254, 633273521, 3_5, 1, 5
633273637, 633273737, 2_5, 1, 5
633273854, 633274087, 1_5, 1, 5
633274220, 633274287, 1_4, 1, 5
633274553, 633275002, 4_0, 1, 5
633279331, 633279397, 2_3, 1, 6
633279514, 633279597, 2_3, 1, 6
633279647, 633279647, 2_2, 1, 6
633279664, 633279664, 2_3, 1, 6
633279780, 633279797, 2_3, 1, 6
633279814, 633279814, 2_2, 1, 6
633280030, 633280030, 1_2, 1, 6
633280047, 633280296, 1_3, 1, 6
633280413, 633280596, 1_4, 1, 6
633280813, 633280863, 3_4, 1, 6
633281096, 633281146, 1_4, 1, 6
633281263, 633281296, 2_4, 1, 6
633281413, 633281579, 1_5, 1, 6
633281696, 633281929, 2_5, 1, 6
633282045, 633282295, 3_5, 1, 6
633282412, 633282728, 3_4, 1, 6
633282745, 633282745, 3_3, 1, 6
633282861, 633283178, 3_2, 1, 6
633283194, 633283344, 3_1, 1, 6
633283361, 633283361, 3_2, 1, 6
633283610, 633283610, 3_5, 1, 6
633283627, 633283677, 3_4, 1, 6
633283693, 633283693, 3_5, 1, 6
633283710, 633283893, 3_4, 1, 6
633284010, 633284110, 2_4, 1, 6
633284126, 633284359, 2_5, 1, 6
633284476, 633284659, 3_5, 1, 6
633284776, 633285042, 4_0, 1, 6
633285258, 633285375, 3_2, 1, 6
633289487, 633289920, 2_3, 1, 7
633290053, 633290120, 1_2, 1, 7
633290136, 633290336, 1_3, 1, 7
633290453, 633290802, 1_4, 1, 7
633290920, 633291120, 1_5, 1, 7
633291236, 633291319, 2_5, 1, 7
633291436, 633291702, 3_5, 1, 7
633291719, 633291719, 3_4, 1, 7
633291835, 633291869, 3_3, 1, 7
633291985, 633292218, 3_2, 1, 7
633292235, 633292435, 3_3, 1, 7
633292551, 633292934, 4_0, 1, 7
633292951, 633292951, 3_4, 1, 7
633293084, 633293084, 3_5, 1, 7
633293134, 633293384, 3_5, 1, 7
633293500, 633293800, 4_0, 1, 7
633293816, 633294133, 3_5, 1, 7
633294349, 633294416, 2_3, 1, 7
633294432, 633294532, 2_2, 1, 7
633294566, 633294932, 2_2, 1, 7
633294949, 633295282, 2_3, 1, 7
633295498, 633295814, 4_0, 1, 7
633296047, 633296280, 3_1, 1, 7
633296497, 633297096, 4_0, 1, 7
633301342, 633301792, 2_3, 1, 8
633301908, 633302008, 1_3, 1, 8
633302125, 633302275, 1_2, 1, 8
633302291, 633302424, 1_3, 1, 8
633302557, 633302674, 1_4, 1, 8
633302691, 633303090, 1_5, 1, 8
633303307, 633303557, 3_5, 1, 8
633303673, 633303839, 2_5, 1, 8
633303856, 633304023, 2_4, 1, 8
633304139, 633304489, 3_4, 1, 8
633304605, 633305571, 4_0, 1, 8
633305687, 633305721, 3_3, 1, 8
633305754, 633305837, 3_3, 1, 8
633305854, 633306020, 3_2, 1, 8
633314012, 633314295, 2_3, 1, 9
633314512, 633314645, 1_3, 1, 9
633314762, 633314895, 1_4, 1, 9
633314911, 633315194, 1_5, 1, 9
633315311, 633315328, 2_5, 1, 9
633315477, 633315477, 3_5, 1, 9
633315494, 633315727, 3_4, 1, 9
633315843, 633316043, 3_3, 1, 9
633316060, 633316310, 3_2, 1, 9
633316326, 633316609, 3_1, 1, 9
633316826, 633317525, 4_0, 1, 9
633317542, 633317741, 3_5, 1, 9
633324685, 633324685, 2_3, 1, 10
633324718, 633324735, 2_3, 1, 10
633324751, 633324751, 2_2, 1, 10
633324768, 633324801, 2_3, 1, 10
633324851, 633324851, 2_3, 1, 10
633324884, 633324884, 2_3, 1, 10
633324901, 633324901, 2_2, 1, 10
633324918, 633324918, 2_3, 1, 10
633325051, 633325068, 1_3, 1, 10
633325101, 633325301, 1_2, 1, 10
633325317, 633325484, 1_3, 1, 10
633325600, 633325817, 1_4, 1, 10
633325833, 633326433, 1_5, 1, 10
633326716, 633326866, 4_0, 1, 10
633326982, 633327099, 3_5, 1, 10
633327115, 633327115, 3_4, 1, 10
633327232, 633327515, 3_2, 1, 10
633327531, 633327531, 3_3, 1, 10
633362496, 633362929, 2_3, 2, 1
