begin_AOI_fix, final_AOI_fix, AOI, game, round
None, None, None, 1, 1
None, None, None, 1, 2
None, None, None, 1, 3
None, None, None, 1, 4
None, None, None, 1, 5
None, None, None, 1, 6
None, None, None, 1, 7
None, None, None, 1, 8
None, None, None, 1, 9
None, None, None, 1, 10
None, None, None, 2, 1
None, None, None, 2, 2
None, None, None, 2, 3
None, None, None, 2, 4
None, None, None, 2, 5
None, None, None, 2, 6
None, None, None, 2, 7
None, None, None, 2, 8
None, None, None, 2, 9
None, None, None, 2, 10
None, None, None, 3, 1
None, None, None, 3, 2
None, None, None, 3, 3
None, None, None, 3, 4
None, None, None, 3, 5
None, None, None, 3, 6
None, None, None, 3, 7
None, None, None, 3, 8
None, None, None, 3, 9
None, None, None, 3, 10
