begin_AOI_fix, final_AOI_fix, AOI, game, round
801639943, 801640292, 1_4, 1, 1
801640326, 801640442, 2_3, 1, 1
801640758, 801640858, 3_1, 1, 1
801640892, 801641408, 3_2, 1, 1
801641624, 801641907, 2_2, 1, 1
801642024, 801642024, 1_2, 1, 1
801642057, 801642224, 1_1, 1, 1
801642340, 801642690, 1_3, 1, 1
801642806, 801642956, 2_3, 1, 1
801643072, 801643322, 1_2, 1, 1
801643455, 801643555, 1_3, 1, 1
801643572, 801643888, 1_4, 1, 1
801643938, 801644121, 1_5, 1, 1
801644254, 801644254, 2_4, 1, 1
801644288, 801644288, 2_4, 1, 1
801644338, 801644338, 2_4, 1, 1
801644354, 801644804, 2_5, 1, 1
801644937, 801644954, 1_4, 1, 1
801644987, 801644987, 1_5, 1, 1
801645037, 801645037, 4_0, 1, 1
801645053, 801645053, 1_5, 1, 1
801645103, 801645287, 1_4, 1, 1
801645303, 801645303, 4_0, 1, 1
801645320, 801645386, 1_4, 1, 1
801645520, 801646069, 1_4, 1, 1
801646202, 801646219, 1_3, 1, 1
801646236, 801646452, 1_2, 1, 1
801646469, 801646668, 1_1, 1, 1
801646785, 801646935, 1_3, 1, 1
801647151, 801647484, 4_0, 1, 1
801647600, 801647750, 1_4, 1, 1
801647817, 801647817, 1_4, 1, 1
801647934, 801647934, 2_4, 1, 1
801647967, 801647967, 2_4, 1, 1
801648083, 801648266, 2_3, 1, 1
801648383, 801648466, 3_3, 1, 1
801648483, 801648533, 3_2, 1, 1
801648566, 801648583, 3_2, 1, 1
801648616, 801648867, 3_2, 1, 1
801649083, 801649300, 3_3, 1, 1
801649316, 801649782, 3_4, 1, 1
801649799, 801650365, 3_5, 1, 1
801650498, 801650531, 3_4, 1, 1
801650748, 801651114, 4_0, 1, 1
801651331, 801651364, 1_2, 1, 1
801658856, 801659056, 1_5, 1, 2
801659073, 801659189, 2_4, 1, 2
801659222, 801659222, 2_3, 1, 2
801659256, 801659256, 2_3, 1, 2
801659272, 801659289, 2_4, 1, 2
801659422, 801659422, 1_4, 1, 2
801659539, 801659539, 1_3, 1, 2
801659572, 801659572, 1_3, 1, 2
801659605, 801659639, 1_3, 1, 2
801659689, 801659722, 1_2, 1, 2
801659738, 801659738, 1_3, 1, 2
801659772, 801659772, 1_3, 1, 2
801659888, 801659988, 1_5, 1, 2
801660005, 801660138, 1_4, 1, 2
801660188, 801660504, 1_3, 1, 2
801660621, 801660887, 1_1, 1, 2
801660921, 801661453, 1_2, 1, 2
801661570, 801661686, 2_2, 1, 2
801661803, 801661853, 2_3, 1, 2
801662152, 801662202, 1_3, 1, 2
801662319, 801662369, 1_4, 1, 2
801662402, 801662918, 1_4, 1, 2
801663035, 801663235, 2_4, 1, 2
801663351, 801663834, 1_4, 1, 2
801663850, 801664183, 1_5, 1, 2
801664300, 801664383, 4_0, 1, 2
801664400, 801664400, 1_5, 1, 2
801664616, 801664766, 2_5, 1, 2
801664883, 801665382, 1_5, 1, 2
801665499, 801665532, 4_0, 1, 2
801665748, 801665931, 3_4, 1, 2
801666048, 801666115, 3_3, 1, 2
801666131, 801666264, 3_2, 1, 2
801666381, 801666464, 3_1, 1, 2
801666497, 801666497, 3_1, 1, 2
801666614, 801666647, 3_3, 1, 2
801666864, 801666930, 3_5, 1, 2
801667063, 801667130, 2_4, 1, 2
801667247, 801667330, 2_3, 1, 2
801667446, 801667579, 2_4, 1, 2
801667696, 801667829, 2_3, 1, 2
801667846, 801668112, 2_2, 1, 2
801668229, 801668429, 2_4, 1, 2
801668462, 801668478, 2_4, 1, 2
801668495, 801668662, 2_3, 1, 2
801668778, 801668912, 3_3, 1, 2
801669029, 801669329, 3_2, 1, 2
801669545, 801669611, 4_0, 1, 2
801669828, 801669994, 1_2, 1, 2
801677686, 801677968, 2_3, 1, 3
801678085, 801678118, 1_4, 1, 3
801678152, 801678152, 1_3, 1, 3
801678168, 801678168, 1_4, 1, 3
801678185, 801678351, 1_3, 1, 3
801678468, 801678802, 1_2, 1, 3
801678918, 801679152, 1_3, 1, 3
801679168, 801679551, 1_2, 1, 3
801679584, 801679701, 1_2, 1, 3
801679717, 801680683, 1_3, 1, 3
801680716, 801680716, 1_3, 1, 3
801680750, 801680750, 1_2, 1, 3
801680766, 801680783, 1_3, 1, 3
801680833, 801681249, 1_2, 1, 3
801681282, 801681932, 1_2, 1, 3
801681948, 801682148, 1_3, 1, 3
801682165, 801682165, 1_4, 1, 3
801682298, 801682298, 1_4, 1, 3
801682314, 801682314, 1_5, 1, 3
801682364, 801682364, 1_4, 1, 3
801682398, 801682398, 1_4, 1, 3
801682414, 801682414, 1_5, 1, 3
801682531, 801682714, 4_0, 1, 3
801682731, 801682731, 1_5, 1, 3
801682747, 801682814, 4_0, 1, 3
