begin_AOI_fix, final_AOI_fix, AOI, game, round
807091981, 807091981, 2_4, 1, 1
807091998, 807091998, 3_4, 1, 1
807092048, 807092048, 2_4, 1, 1
807092114, 807092114, 2_4, 1, 1
807092131, 807092131, 2_5, 1, 1
807092148, 807092164, 2_4, 1, 1
807092181, 807092181, 2_5, 1, 1
807092214, 807092214, 2_4, 1, 1
807092331, 807092331, 2_3, 1, 1
807092347, 807092364, 2_2, 1, 1
807092381, 807092414, 2_3, 1, 1
807092530, 807092797, 3_2, 1, 1
807092813, 807092830, 3_3, 1, 1
807093046, 807093196, 1_2, 1, 1
807093313, 807093496, 1_1, 1, 1
807093612, 807093612, 2_2, 1, 1
807093629, 807093629, 1_2, 1, 1
807093662, 807093662, 2_2, 1, 1
807093679, 807093829, 1_3, 1, 1
807093945, 807094129, 2_3, 1, 1
807094245, 807094262, 3_3, 1, 1
807094278, 807094278, 3_4, 1, 1
807094295, 807094578, 3_3, 1, 1
807094695, 807094745, 3_4, 1, 1
807094861, 807094878, 2_4, 1, 1
807095194, 807095194, 1_4, 1, 1
807095311, 807095427, 2_5, 1, 1
807095444, 807095444, 2_4, 1, 1
807095660, 807095660, 1_5, 1, 1
807095777, 807096210, 4_0, 1, 1
807096426, 807096609, 3_1, 1, 1
807114923, 807115206, 2_3, 1, 2
807115323, 807115473, 3_3, 1, 2
807115689, 807115689, 1_4, 1, 2
807115706, 807115722, 1_3, 1, 2
807115739, 807115739, 1_4, 1, 2
807115756, 807116022, 1_3, 1, 2
807116039, 807116039, 1_2, 1, 2
807116355, 807116638, 3_3, 1, 2
807116655, 807116854, 3_4, 1, 2
807116971, 807117054, 3_2, 1, 2
807117071, 807117304, 3_1, 1, 2
807117520, 807117670, 1_4, 1, 2
807117787, 807117853, 1_3, 1, 2
807117870, 807117887, 1_2, 1, 2
807118403, 807118403, 2_4, 1, 2
807118436, 807118636, 2_4, 1, 2
807118752, 807118885, 1_4, 1, 2
807119002, 807119135, 1_5, 1, 2
807119252, 807119418, 2_5, 1, 2
807119535, 807119751, 3_5, 1, 2
807119967, 807119984, 1_5, 1, 2
807120101, 807120450, 4_0, 1, 2
807120900, 807121099, 3_2, 1, 2
807121549, 807121566, 3_2, 1, 2
807129757, 807129807, 1_3, 1, 3
807129924, 807129990, 2_4, 1, 3
807130007, 807130007, 2_3, 1, 3
807130223, 807130356, 3_3, 1, 3
807130573, 807130573, 1_4, 1, 3
807130606, 807130606, 1_3, 1, 3
807130623, 807130623, 1_4, 1, 3
807130639, 807130673, 1_3, 1, 3
807131022, 807131339, 2_3, 1, 3
807131455, 807131538, 2_2, 1, 3
807131756, 807131939, 1_4, 1, 3
807132055, 807132405, 2_4, 1, 3
807132621, 807132621, 1_5, 1, 3
807132738, 807132871, 2_5, 1, 3
807132988, 807133254, 3_5, 1, 3
807133271, 807133271, 3_4, 1, 3
807133387, 807133387, 3_3, 1, 3
807133421, 807133454, 3_3, 1, 3
807133471, 807133471, 3_4, 1, 3
807133504, 807133687, 3_3, 1, 3
807133704, 807133704, 3_4, 1, 3
807133720, 807133770, 3_3, 1, 3
807133887, 807133953, 3_4, 1, 3
807134070, 807134270, 2_4, 1, 3
807134386, 807134503, 3_4, 1, 3
807134619, 807134752, 3_3, 1, 3
807134969, 807135019, 3_2, 1, 3
807135035, 807135035, 3_1, 1, 3
807135052, 807135052, 3_2, 1, 3
807135069, 807135202, 3_1, 1, 3
807135268, 807135268, 3_1, 1, 3
