begin_AOI_fix, final_AOI_fix, AOI, game, round
283506995, 283507462, 2_3, 1, 1
283507578, 283507611, 3_3, 1, 1
283507645, 283508295, 3_2, 1, 1
283508411, 283508811, 3_4, 1, 1
283508928, 283508994, 2_4, 1, 1
283509127, 283509344, 3_5, 1, 1
283509560, 283509560, 2_5, 1, 1
283509677, 283509843, 1_5, 1, 1
283509860, 283509860, 1_4, 1, 1
283509976, 283510093, 1_3, 1, 1
283510109, 283510109, 1_4, 1, 1
283510226, 283510243, 2_4, 1, 1
283510259, 283510259, 2_3, 1, 1
283510376, 283510526, 2_2, 1, 1
283510542, 283510975, 1_2, 1, 1
283511092, 283511907, 2_3, 1, 1
283512024, 283512490, 3_3, 1, 1
283512507, 283513023, 3_2, 1, 1
283513139, 283513139, 2_3, 1, 1
283513156, 283513156, 2_4, 1, 1
283513173, 283513173, 2_3, 1, 1
283513389, 283513422, 1_4, 1, 1
283514205, 283514305, 3_4, 1, 1
283514421, 283514471, 3_3, 1, 1
283514488, 283515137, 3_2, 1, 1
283515253, 283515886, 3_4, 1, 1
283515903, 283516635, 3_5, 1, 1
283516652, 283516985, 3_4, 1, 1
283517101, 283517118, 2_4, 1, 1
283517268, 283517368, 1_5, 1, 1
283517484, 283517950, 2_5, 1, 1
283518068, 283518351, 3_4, 1, 1
283518467, 283518584, 3_3, 1, 1
283518800, 283518817, 2_3, 1, 1
283518834, 283519233, 1_3, 1, 1
283519450, 283519866, 3_2, 1, 1
283519982, 283520149, 3_3, 1, 1
283520165, 283520898, 3_2, 1, 1
283520915, 283521131, 3_1, 1, 1
283521248, 283521298, 2_2, 1, 1
283521414, 283521647, 1_2, 1, 1
283521764, 283521930, 2_2, 1, 1
283522047, 283522163, 3_2, 1, 1
283522280, 283522479, 3_1, 1, 1
283522496, 283522496, 3_2, 1, 1
283522613, 283522629, 3_3, 1, 1
283522663, 283522896, 2_3, 1, 1
283523012, 283523046, 1_3, 1, 1
283523262, 283523795, 3_3, 1, 1
283523911, 283524061, 2_4, 1, 1
283524178, 283524344, 1_4, 1, 1
283524361, 283524877, 1_3, 1, 1
283524993, 283525043, 2_4, 1, 1
283525076, 283525143, 2_4, 1, 1
283525260, 283525559, 1_4, 1, 1
283525776, 283526358, 3_4, 1, 1
283526475, 283526641, 4_0, 1, 1
283526658, 283527008, 3_4, 1, 1
283527124, 283527241, 2_4, 1, 1
283527374, 283527540, 1_4, 1, 1
283527757, 283527956, 3_4, 1, 1
283537663, 283538014, 2_3, 1, 2
283538130, 283538263, 1_2, 1, 2
283538280, 283538729, 1_3, 1, 2
283538946, 283539329, 3_3, 1, 2
283540128, 283540311, 4_0, 1, 2
283540427, 283540910, 3_3, 1, 2
283541027, 283541177, 4_0, 1, 2
283541193, 283541193, 3_4, 1, 2
283541310, 283541376, 3_3, 1, 2
283541493, 283541593, 2_3, 1, 2
283541709, 283541776, 3_3, 1, 2
283541809, 283542142, 3_2, 1, 2
283542259, 283542442, 3_3, 1, 2
