begin_AOI_fix, final_AOI_fix, AOI, game, round
633182939, 633183022, 2_3, 1, 1
633183056, 633183455, 2_3, 1, 1
633183472, 633183472, 2_2, 1, 1
633183489, 633183688, 2_3, 1, 1
633183705, 633183905, 2_2, 1, 1
633184021, 633184654, 3_1, 1, 1
633184870, 633184970, 1_1, 1, 1
633185003, 633185003, 1_1, 1, 1
633185120, 633185220, 2_2, 1, 1
633185253, 633185253, 2_2, 1, 1
633185270, 633185470, 2_3, 1, 1
633185586, 633185803, 2_4, 1, 1
633185819, 633186136, 2_5, 1, 1
633186652, 633186851, 3_5, 1, 1
633186868, 633186868, 3_4, 1, 1
633186985, 633186985, 3_3, 1, 1
633187301, 633187434, 3_1, 1, 1
633187451, 633187484, 3_2, 1, 1
633187501, 633187501, 3_1, 1, 1
633187517, 633187817, 3_2, 1, 1
633187833, 633188316, 3_1, 1, 1
633188433, 633188433, 2_2, 1, 1
633188666, 633189265, 2_2, 1, 1
633189282, 633189632, 2_3, 1, 1
633189766, 633189899, 3_3, 1, 1
633189916, 633189916, 3_4, 1, 1
633189932, 633190049, 3_3, 1, 1
633190082, 633190382, 3_3, 1, 1
633190515, 633190548, 3_2, 1, 1
633190581, 633190681, 3_2, 1, 1
633190998, 633191131, 1_2, 1, 1
633191147, 633191380, 1_1, 1, 1
633191397, 633191397, 1_2, 1, 1
633191514, 633191514, 1_3, 1, 1
633191530, 633191530, 1_4, 1, 1
633191547, 633191663, 1_3, 1, 1
633191697, 633191747, 1_3, 1, 1
633191763, 633191780, 1_4, 1, 1
633191797, 633191830, 1_3, 1, 1
633191947, 633191947, 4_0, 1, 1
633191980, 633192396, 4_0, 1, 1
633192429, 633192446, 4_0, 1, 1
633192662, 633192762, 1_4, 1, 1
633192779, 633192779, 4_0, 1, 1
633192795, 633193028, 1_5, 1, 1
633193245, 633193328, 2_5, 1, 1
633193361, 633193361, 2_5, 1, 1
633193478, 633193711, 2_4, 1, 1
633193927, 633193961, 1_4, 1, 1
633194693, 633195010, 2_3, 1, 1
633195126, 633195459, 1_3, 1, 1
633195576, 633195992, 1_1, 1, 1
633196108, 633196142, 2_2, 1, 1
633209111, 633209545, 2_3, 1, 2
633209661, 633209894, 3_3, 1, 2
633210011, 633210344, 3_2, 1, 2
633210377, 633210377, 3_2, 1, 2
633210394, 633210560, 3_1, 1, 2
633210594, 633210793, 3_1, 1, 2
633211026, 633211060, 3_3, 1, 2
