begin_AOI_fix, final_AOI_fix, AOI, game, round
422721316, 422721332, 1_3, 1, 1
422721349, 422721349, 2_3, 1, 1
422721482, 422721615, 2_3, 1, 1
422721833, 422721933, 3_2, 1, 1
422721949, 422721949, 3_1, 1, 1
422722116, 422722149, 3_1, 1, 1
422722215, 422722215, 3_1, 1, 1
422722265, 422722715, 3_1, 1, 1
422722848, 422722981, 3_2, 1, 1
422723198, 422723481, 3_5, 1, 1
422723597, 422723714, 2_5, 1, 1
422723930, 422723930, 1_4, 1, 1
422724163, 422724396, 1_2, 1, 1
422724413, 422724613, 1_1, 1, 1
422724829, 422724962, 2_3, 1, 1
422724979, 422725145, 2_2, 1, 1
422725262, 422725445, 1_2, 1, 1
422725562, 422725945, 2_2, 1, 1
422726061, 422726261, 1_2, 1, 1
422726377, 422726660, 2_3, 1, 1
422726777, 422726860, 1_3, 1, 1
422727077, 422727593, 3_3, 1, 1
422727826, 422728092, 1_2, 1, 1
422728225, 422728259, 2_2, 1, 1
422728475, 422728591, 3_2, 1, 1
422728608, 422729324, 3_1, 1, 1
422729341, 422729341, 3_2, 1, 1
422729490, 422729507, 3_2, 1, 1
422729540, 422729640, 3_2, 1, 1
422729857, 422730140, 1_3, 1, 1
422730156, 422730389, 1_4, 1, 1
422730506, 422730539, 2_4, 1, 1
422730672, 422730839, 2_4, 1, 1
422731155, 422731305, 1_4, 1, 1
422731422, 422731521, 1_5, 1, 1
422731638, 422731755, 2_5, 1, 1
422731889, 422732172, 3_5, 1, 1
422732288, 422732305, 2_5, 1, 1
422732438, 422732488, 2_5, 1, 1
422732704, 422733037, 4_0, 1, 1
422748903, 422749486, 3_3, 1, 2
422749603, 422749686, 3_2, 1, 2
422749719, 422749719, 3_2, 1, 2
422749786, 422749786, 3_2, 1, 2
422749836, 422749836, 3_2, 1, 2
422749902, 422750119, 3_1, 1, 2
422750335, 422750452, 1_2, 1, 2
422750468, 422750785, 1_1, 1, 2
422750901, 422750968, 1_3, 1, 2
422751184, 422751284, 2_3, 1, 2
422751567, 422751818, 4_0, 1, 2
422751951, 422752018, 1_4, 1, 2
422752034, 422752034, 1_3, 1, 2
422752151, 422752417, 1_2, 1, 2
422752534, 422752750, 2_2, 1, 2
422753083, 422753449, 4_0, 1, 2
422769332, 422769515, 3_3, 1, 3
422769731, 422769864, 1_3, 1, 3
422769898, 422770014, 1_3, 1, 3
422770048, 422770048, 1_3, 1, 3
422770164, 422770447, 2_3, 1, 3
422770464, 422770464, 2_2, 1, 3
422770680, 422771329, 1_2, 1, 3
422771446, 422771747, 2_2, 1, 3
422771863, 422772213, 2_3, 1, 3
