begin_AOI_fix, final_AOI_fix, AOI, game, round
885016452, 885016652, 1_3, 1, 1
885016768, 885016851, 2_3, 1, 1
885016984, 885017051, 3_2, 1, 1
885017068, 885017268, 3_1, 1, 1
885017284, 885017767, 3_2, 1, 1
885017883, 885017900, 2_2, 1, 1
885017934, 885018133, 2_2, 1, 1
885018350, 885018433, 1_2, 1, 1
885018549, 885018583, 2_3, 1, 1
885018799, 885018966, 1_3, 1, 1
885019082, 885019149, 1_1, 1, 1
885019465, 885019565, 2_3, 1, 1
885019582, 885019582, 2_2, 1, 1
885019632, 885019632, 2_2, 1, 1
885019665, 885019698, 2_2, 1, 1
885019715, 885019731, 2_3, 1, 1
885019765, 885019848, 2_3, 1, 1
885019964, 885020048, 2_4, 1, 1
885020164, 885020331, 1_4, 1, 1
885020347, 885020480, 1_5, 1, 1
885020597, 885020664, 2_5, 1, 1
885020680, 885020680, 2_4, 1, 1
885020697, 885020697, 2_5, 1, 1
885020813, 885020930, 3_5, 1, 1
885020963, 885020980, 3_5, 1, 1
885020997, 885020997, 2_5, 1, 1
885021213, 885021945, 4_0, 1, 1
885022162, 885022195, 3_4, 1, 1
885022228, 885022228, 3_5, 1, 1
885022245, 885022295, 3_4, 1, 1
885022412, 885022412, 3_5, 1, 1
885022428, 885022428, 3_4, 1, 1
885022944, 885023127, 3_1, 1, 1
885023144, 885023360, 3_2, 1, 1
885023577, 885023594, 1_1, 1, 1
885023627, 885023627, 1_1, 1, 1
885023643, 885023877, 1_2, 1, 1
885023893, 885023910, 1_1, 1, 1
885023943, 885024194, 1_1, 1, 1
885038528, 885038545, 1_3, 1, 2
885038678, 885038678, 2_3, 1, 2
885038711, 885038711, 2_3, 1, 2
885038745, 885038928, 2_3, 1, 2
885038961, 885039344, 1_3, 1, 2
885039361, 885039477, 1_2, 1, 2
885039594, 885039760, 2_3, 1, 2
885039877, 885039893, 4_0, 1, 2
885039927, 885040526, 4_0, 1, 2
885054229, 885054329, 2_3, 1, 3
885054412, 885054462, 2_3, 1, 3
885054578, 885054895, 1_3, 1, 3
885054912, 885055095, 1_4, 1, 3
885055111, 885055261, 1_3, 1, 3
885055378, 885055494, 1_2, 1, 3
885055611, 885055760, 2_3, 1, 3
885055877, 885056160, 1_4, 1, 3
885056193, 885056593, 1_5, 1, 3
885056809, 885056909, 3_5, 1, 3
885057126, 885057309, 4_0, 1, 3
