begin_AOI_fix, final_AOI_fix, AOI, game, round
900028424, 900028956, 2_3, 1, 1
900029073, 900029256, 1_3, 1, 1
900029472, 900029506, 3_3, 1, 1
900029722, 900029822, 1_2, 1, 1
900029839, 900030121, 1_1, 1, 1
900030338, 900030455, 2_2, 1, 1
900030471, 900030621, 2_3, 1, 1
900030837, 900030987, 4_0, 1, 1
900031104, 900031154, 3_4, 1, 1
900031270, 900031520, 2_4, 1, 1
900031636, 900031636, 1_4, 1, 1
900031853, 900031936, 1_5, 1, 1
900032053, 900032236, 2_5, 1, 1
900032452, 900032835, 3_5, 1, 1
900032952, 900033002, 4_0, 1, 1
900033018, 900033018, 3_4, 1, 1
900033251, 900033251, 2_4, 1, 1
900033285, 900033334, 2_4, 1, 1
900033384, 900033534, 2_4, 1, 1
900033551, 900033784, 2_3, 1, 1
900033901, 900033950, 3_3, 1, 1
900033967, 900033967, 2_3, 1, 1
900034084, 900034100, 1_2, 1, 1
900056428, 900056927, 2_3, 1, 2
900057060, 900057227, 3_3, 1, 2
900057443, 900057593, 1_3, 1, 2
900057610, 900058292, 1_2, 1, 2
900058409, 900059241, 2_3, 1, 2
900059357, 900059574, 3_3, 1, 2
900059590, 900059774, 3_4, 1, 2
900059890, 900060157, 4_0, 1, 2
900060273, 900060290, 3_4, 1, 2
900060323, 900060639, 3_4, 1, 2
900060756, 900060939, 2_4, 1, 2
900061055, 900061921, 1_4, 1, 2
900062038, 900062554, 2_4, 1, 2
900062570, 900062570, 2_3, 1, 2
900062587, 900062903, 2_4, 1, 2
900062937, 900062953, 2_5, 1, 2
900063020, 900063020, 2_4, 1, 2
900063037, 900063070, 2_5, 1, 2
900063103, 900063103, 2_5, 1, 2
900063220, 900063336, 3_5, 1, 2
900063353, 900063603, 3_4, 1, 2
900063719, 900064019, 2_4, 1, 2
900064035, 900064236, 2_3, 1, 2
900064353, 900064686, 3_3, 1, 2
900064802, 900065252, 2_3, 1, 2
900065368, 900065518, 3_3, 1, 2
900065535, 900066267, 3_2, 1, 2
900066384, 900066950, 2_2, 1, 2
900067083, 900067083, 3_3, 1, 2
900067149, 900067333, 3_2, 1, 2
900067349, 900067699, 3_3, 1, 2
900067815, 900067882, 2_3, 1, 2
900067998, 900068415, 1_3, 1, 2
900068531, 900068681, 2_3, 1, 2
900068798, 900068947, 3_3, 1, 2
900069081, 900069230, 4_0, 1, 2
900069347, 900069513, 3_3, 1, 2
900078854, 900079237, 2_3, 1, 3
900079353, 900079453, 1_3, 1, 3
900079470, 900080019, 1_2, 1, 3
900080135, 900080219, 2_3, 1, 3
900080335, 900080502, 3_3, 1, 3
900080618, 900080951, 3_2, 1, 3
900081068, 900081417, 3_4, 1, 3
900081534, 900081700, 2_4, 1, 3
900081817, 900082116, 1_4, 1, 3
900082233, 900082599, 2_4, 1, 3
900082816, 900082999, 3_4, 1, 3
900083015, 900083015, 4_0, 1, 3
900083132, 900083298, 3_5, 1, 3
900083415, 900083532, 2_5, 1, 3
900083648, 900083748, 1_5, 1, 3
900083881, 900083964, 2_5, 1, 3
900083998, 900084014, 2_5, 1, 3
900084031, 900084031, 3_5, 1, 3
900084147, 900084465, 4_0, 1, 3
900084681, 900084681, 3_3, 1, 3
900084814, 900086845, 2_3, 1, 3
900097701, 900098150, 2_3, 1, 4
900098267, 900098300, 3_3, 1, 4
900098516, 900098683, 1_2, 1, 4
900098699, 900099249, 1_3, 1, 4
900099365, 900099798, 2_3, 1, 4
900099915, 900100497, 3_3, 1, 4
900100531, 900100697, 3_3, 1, 4
900100730, 900100780, 3_3, 1, 4
900100797, 900101196, 3_2, 1, 4
900101213, 900101580, 3_3, 1, 4
900101696, 900101879, 2_3, 1, 4
900102095, 900102179, 4_0, 1, 4
900102395, 900102845, 2_3, 1, 4
900103061, 900103344, 4_0, 1, 4
900112701, 900113284, 3_3, 1, 5
900113300, 900113383, 3_2, 1, 5
900113600, 900114600, 1_2, 1, 5
900114716, 900115432, 2_3, 1, 5
900115549, 900115865, 3_3, 1, 5
900115898, 900116464, 3_2, 1, 5
900116597, 900116747, 4_0, 1, 5
900116964, 900116981, 3_3, 1, 5
900117097, 900117163, 2_2, 1, 5
900117213, 900117230, 2_3, 1, 5
900117247, 900117247, 2_2, 1, 5
