game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-15 13:29:54.951000, 2014-08-15 13:29:59.023000, 2014-08-15 13:30:06.383000, 2014-08-15 13:30:09.080000
1, 2, 20, 11, 27.9, 2014-08-15 13:30:09.081000, 2014-08-15 13:30:11.274000, 2014-08-15 13:30:21.610000, 2014-08-15 13:30:25.348000
1, 3, 12, 20, 36.8, 2014-08-15 13:30:25.349000, 2014-08-15 13:30:28.257000, 2014-08-15 13:30:36.588000, 2014-08-15 13:30:38.348000
1, 4, 20, 20, 36.0, 2014-08-15 13:30:38.349000, 2014-08-15 13:30:39.657000, 2014-08-15 13:30:49.484000, 2014-08-15 13:30:53.316000
1, 5, 20, 20, 36.0, 2014-08-15 13:30:53.316000, 2014-08-15 13:30:54.525000, 2014-08-15 13:31:01.852000, 2014-08-15 13:31:03.282000
1, 6, 20, 20, 36.0, 2014-08-15 13:31:03.283000, 2014-08-15 13:31:04.523000, 2014-08-15 13:31:12.350000, 2014-08-15 13:31:13.681000
1, 7, 20, 20, 36.0, 2014-08-15 13:31:13.682000, 2014-08-15 13:31:17.690000, 2014-08-15 13:31:22.516000, 2014-08-15 13:31:25.680000
1, 8, 20, 20, 36.0, 2014-08-15 13:31:25.681000, 2014-08-15 13:31:28.290000, 2014-08-15 13:31:33.117000, 2014-08-15 13:31:33.813000
1, 9, 20, 20, 36.0, 2014-08-15 13:31:33.814000, 2014-08-15 13:31:35.522000, 2014-08-15 13:31:39.850000, 2014-08-15 13:31:40.613000
1, 10, 20, 20, 36.0, 2014-08-15 13:31:40.613000, 2014-08-15 13:31:42.055000, 2014-08-15 13:31:46.883000, 2014-08-15 13:31:48.079000
2, 1, 20, 20, 30.0, 2014-08-15 13:31:57.563000, 2014-08-15 13:31:59.004000, 2014-08-15 13:32:06.332000, 2014-08-15 13:32:07.294000
2, 2, 20, 20, 30.0, 2014-08-15 13:32:07.295000, 2014-08-15 13:32:08.502000, 2014-08-15 13:32:14.332000, 2014-08-15 13:32:15.027000
2, 3, 20, 20, 30.0, 2014-08-15 13:32:15.028000, 2014-08-15 13:32:16.004000, 2014-08-15 13:32:22.097000, 2014-08-15 13:32:23.060000
2, 4, 20, 20, 30.0, 2014-08-15 13:32:23.061000, 2014-08-15 13:32:23.868000, 2014-08-15 13:32:28.697000, 2014-08-15 13:32:29.326000
2, 5, 20, 20, 30.0, 2014-08-15 13:32:29.327000, 2014-08-15 13:32:32.969000, 2014-08-15 13:32:35.298000, 2014-08-15 13:32:36.093000
2, 6, 20, 20, 30.0, 2014-08-15 13:32:36.093000, 2014-08-15 13:32:36.985000, 2014-08-15 13:32:44.315000, 2014-08-15 13:32:44.875000
2, 7, 20, 20, 30.0, 2014-08-15 13:32:44.876000, 2014-08-15 13:32:46.018000, 2014-08-15 13:32:51.347000, 2014-08-15 13:32:52.441000
2, 8, 20, 20, 30.0, 2014-08-15 13:32:52.442000, 2014-08-15 13:32:53.516000, 2014-08-15 13:32:57.345000, 2014-08-15 13:32:57.908000
2, 9, 20, 20, 30.0, 2014-08-15 13:32:57.908000, 2014-08-15 13:32:58.917000, 2014-08-15 13:33:03.246000, 2014-08-15 13:33:03.908000
2, 10, 20, 20, 30.0, 2014-08-15 13:33:03.908000, 2014-08-15 13:33:04.684000, 2014-08-15 13:33:09.511000, 2014-08-15 13:33:10.174000
3, 1, 20, 20, 24.0, 2014-08-15 13:33:15.458000, 2014-08-15 13:33:16.600000, 2014-08-15 13:33:24.926000, 2014-08-15 13:33:25.423000
3, 2, 20, 20, 24.0, 2014-08-15 13:33:25.423000, 2014-08-15 13:33:26.365000, 2014-08-15 13:33:33.694000, 2014-08-15 13:33:34.322000
3, 3, 20, 20, 24.0, 2014-08-15 13:33:34.323000, 2014-08-15 13:33:35.964000, 2014-08-15 13:33:38.792000, 2014-08-15 13:33:39.355000
3, 4, 20, 20, 24.0, 2014-08-15 13:33:39.356000, 2014-08-15 13:33:40.697000, 2014-08-15 13:33:44.525000, 2014-08-15 13:33:44.855000
3, 5, 20, 20, 24.0, 2014-08-15 13:33:44.855000, 2014-08-15 13:33:46.364000, 2014-08-15 13:33:50.693000, 2014-08-15 13:33:51.421000
3, 6, 20, 20, 24.0, 2014-08-15 13:33:51.422000, 2014-08-15 13:33:52.446000, 2014-08-15 13:33:57.774000, 2014-08-15 13:33:58.271000
3, 7, 20, 20, 24.0, 2014-08-15 13:33:58.271000, 2014-08-15 13:33:59.180000, 2014-08-15 13:34:04.274000, 2014-08-15 13:34:04.837000
3, 8, 20, 20, 24.0, 2014-08-15 13:34:04.838000, 2014-08-15 13:34:05.863000, 2014-08-15 13:34:09.690000, 2014-08-15 13:34:14.020000
3, 9, 20, 20, 24.0, 2014-08-15 13:34:14.020000, 2014-08-15 13:34:15.029000, 2014-08-15 13:34:17.356000, 2014-08-15 13:34:17.653000
3, 10, 20, 20, 24.0, 2014-08-15 13:34:17.653000, 2014-08-15 13:34:18.695000, 2014-08-15 13:34:22.558000, 2014-08-15 13:34:22.819000
