game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 20, 20, 36.0, 2014-08-15 12:23:21.587000, 2014-08-15 12:23:42.141000, 2014-08-15 12:24:10.375000, 2014-08-15 12:24:18.339000
1, 2, 20, 15, 31.5, 2014-08-15 12:24:18.339000, 2014-08-15 12:24:31.081000, 2014-08-15 12:24:38.414000, 2014-08-15 12:24:47.908000
1, 3, 17, 15, 31.8, 2014-08-15 12:24:47.909000, 2014-08-15 12:25:00.235000, 2014-08-15 12:25:02.567000, 2014-08-15 12:25:15.996000
1, 4, 16, 20, 36.4, 2014-08-15 12:25:15.997000, 2014-08-15 12:25:24.056000, 2014-08-15 12:25:26.655000, 2014-08-15 12:25:37.115000
1, 5, 15, 15, 32.0, 2014-08-15 12:25:37.116000, 2014-08-15 12:25:44.140000, 2014-08-15 12:25:46.469000, 2014-08-15 12:25:54.965000
1, 6, 20, 20, 36.0, 2014-08-15 12:25:54.966000, 2014-08-15 12:25:57.308000, 2014-08-15 12:25:59.634000, 2014-08-15 12:26:05.565000
1, 7, 20, 20, 36.0, 2014-08-15 12:26:05.566000, 2014-08-15 12:26:08.041000, 2014-08-15 12:26:10.369000, 2014-08-15 12:26:14.399000
1, 8, 20, 20, 36.0, 2014-08-15 12:26:14.400000, 2014-08-15 12:26:16.441000, 2014-08-15 12:26:20.267000, 2014-08-15 12:26:23.966000
1, 9, 20, 20, 36.0, 2014-08-15 12:26:23.967000, 2014-08-15 12:26:25.776000, 2014-08-15 12:26:29.603000, 2014-08-15 12:26:33.633000
1, 10, 20, 20, 36.0, 2014-08-15 12:26:33.634000, 2014-08-15 12:26:35.341000, 2014-08-15 12:26:37.668000, 2014-08-15 12:26:40.101000
2, 1, 20, 20, 30.0, 2014-08-15 12:26:51.085000, 2014-08-15 12:26:53.092000, 2014-08-15 12:27:03.920000, 2014-08-15 12:27:10.252000
2, 2, 20, 20, 30.0, 2014-08-15 12:27:10.252000, 2014-08-15 12:27:16.211000, 2014-08-15 12:27:18.538000, 2014-08-15 12:27:21.769000
2, 3, 20, 20, 30.0, 2014-08-15 12:27:21.769000, 2014-08-15 12:27:23.143000, 2014-08-15 12:27:25.472000, 2014-08-15 12:27:27.203000
2, 4, 20, 20, 30.0, 2014-08-15 12:27:27.203000, 2014-08-15 12:27:28.678000, 2014-08-15 12:27:31.006000, 2014-08-15 12:27:34.069000
2, 5, 20, 20, 30.0, 2014-08-15 12:27:34.069000, 2014-08-15 12:27:39.444000, 2014-08-15 12:27:41.772000, 2014-08-15 12:27:43.336000
2, 6, 20, 20, 30.0, 2014-08-15 12:27:43.336000, 2014-08-15 12:27:45.078000, 2014-08-15 12:27:47.408000, 2014-08-15 12:27:49.603000
2, 7, 20, 20, 30.0, 2014-08-15 12:27:49.604000, 2014-08-15 12:27:51.411000, 2014-08-15 12:27:53.739000, 2014-08-15 12:27:57.637000
2, 8, 20, 20, 30.0, 2014-08-15 12:27:57.638000, 2014-08-15 12:27:59.079000, 2014-08-15 12:28:01.407000, 2014-08-15 12:28:05.570000
2, 9, 20, 20, 30.0, 2014-08-15 12:28:05.570000, 2014-08-15 12:28:07.279000, 2014-08-15 12:28:09.608000, 2014-08-15 12:28:10.870000
2, 10, 20, 20, 30.0, 2014-08-15 12:28:10.871000, 2014-08-15 12:28:12.645000, 2014-08-15 12:28:14.973000, 2014-08-15 12:28:20.304000
3, 1, 20, 20, 24.0, 2014-08-15 12:28:30.922000, 2014-08-15 12:28:32.363000, 2014-08-15 12:28:34.691000, 2014-08-15 12:28:35.955000
3, 2, 20, 20, 24.0, 2014-08-15 12:28:35.956000, 2014-08-15 12:28:38.296000, 2014-08-15 12:28:40.624000, 2014-08-15 12:28:42.021000
3, 3, 20, 20, 24.0, 2014-08-15 12:28:42.022000, 2014-08-15 12:28:43.463000, 2014-08-15 12:28:45.791000, 2014-08-15 12:28:49.055000
3, 4, 20, 20, 24.0, 2014-08-15 12:28:49.056000, 2014-08-15 12:28:50.347000, 2014-08-15 12:28:52.674000, 2014-08-15 12:28:53.772000
3, 5, 20, 20, 24.0, 2014-08-15 12:28:53.772000, 2014-08-15 12:28:55.446000, 2014-08-15 12:28:57.774000, 2014-08-15 12:28:58.972000
3, 6, 20, 20, 24.0, 2014-08-15 12:28:58.973000, 2014-08-15 12:29:00.264000, 2014-08-15 12:29:02.620000, 2014-08-15 12:29:05.590000
3, 7, 20, 20, 24.0, 2014-08-15 12:29:05.591000, 2014-08-15 12:29:07.298000, 2014-08-15 12:29:09.625000, 2014-08-15 12:29:11.656000
3, 8, 20, 20, 24.0, 2014-08-15 12:29:11.656000, 2014-08-15 12:29:13.397000, 2014-08-15 12:29:15.725000, 2014-08-15 12:29:16.856000
3, 9, 20, 20, 24.0, 2014-08-15 12:29:16.857000, 2014-08-15 12:29:18.632000, 2014-08-15 12:29:20.960000, 2014-08-15 12:29:22.756000
3, 10, 20, 20, 24.0, 2014-08-15 12:29:22.757000, 2014-08-15 12:29:24.531000, 2014-08-15 12:29:26.859000, 2014-08-15 12:29:28.257000
