game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-15 10:22:44.484000, 2014-08-15 10:23:00.198000, 2014-08-15 10:23:03.393000, 2014-08-15 10:23:14.159000
1, 2, 14, 2, 20.4, 2014-08-15 10:23:14.160000, 2014-08-15 10:23:27.053000, 2014-08-15 10:23:29.385000, 2014-08-15 10:23:43.947000
1, 3, 14, 1, 19.5, 2014-08-15 10:23:43.947000, 2014-08-15 10:23:52.756000, 2014-08-15 10:23:55.088000, 2014-08-15 10:24:01.448000
1, 4,  2 , 8, 27.0, 2014-08-15 10:24:01.449000, 2014-08-15 10:24:08.559000, 2014-08-15 10:24:10.883000, 2014-08-15 10:24:17.285000
1, 5,  1 , 8, 27.1, 2014-08-15 10:24:17.285000, 2014-08-15 10:24:26.961000, 2014-08-15 10:24:29.291000, 2014-08-15 10:24:35.720000
1, 6, 10, 7, 25.3, 2014-08-15 10:24:35.720000, 2014-08-15 10:24:39.529000, 2014-08-15 10:24:49.362000, 2014-08-15 10:24:56.423000
1, 7, 10, 10, 28.0, 2014-08-15 10:24:56.423000, 2014-08-15 10:25:08.399000, 2014-08-15 10:25:10.726000, 2014-08-15 10:25:15.225000
1, 8, 12, 15, 32.3, 2014-08-15 10:25:15.226000, 2014-08-15 10:25:18.567000, 2014-08-15 10:25:20.901000, 2014-08-15 10:25:26.560000
1, 9, 15, 15, 32.0, 2014-08-15 10:25:26.561000, 2014-08-15 10:25:30.703000, 2014-08-15 10:25:33.033000, 2014-08-15 10:25:36.895000
1, 10, 16, 15, 31.9, 2014-08-15 10:25:36.895000, 2014-08-15 10:25:41.520000, 2014-08-15 10:25:43.854000, 2014-08-15 10:25:54.547000
2, 1, 10, 20, 28.0, 2014-08-15 10:26:13.735000, 2014-08-15 10:26:19.609000, 2014-08-15 10:26:21.937000, 2014-08-15 10:26:33.901000
2, 2, 18, 20, 24.8, 2014-08-15 10:26:33.902000, 2014-08-15 10:26:44.209000, 2014-08-15 10:26:46.540000, 2014-08-15 10:26:52.169000
2, 3, 20, 20, 24.0, 2014-08-15 10:26:52.169000, 2014-08-15 10:26:54.943000, 2014-08-15 10:26:57.270000, 2014-08-15 10:27:02.502000
2, 4, 20, 20, 24.0, 2014-08-15 10:27:02.503000, 2014-08-15 10:27:11.144000, 2014-08-15 10:27:13.473000, 2014-08-15 10:27:17.903000
2, 5, 20, 20, 24.0, 2014-08-15 10:27:17.904000, 2014-08-15 10:27:22.611000, 2014-08-15 10:27:24.938000, 2014-08-15 10:27:34.736000
2, 6, 20, 20, 24.0, 2014-08-15 10:27:34.737000, 2014-08-15 10:27:37.379000, 2014-08-15 10:27:39.706000, 2014-08-15 10:27:43.737000
2, 7, 20, 20, 24.0, 2014-08-15 10:27:43.737000, 2014-08-15 10:27:47.078000, 2014-08-15 10:27:49.407000, 2014-08-15 10:27:52.304000
2, 8, 20, 20, 24.0, 2014-08-15 10:27:52.305000, 2014-08-15 10:27:54.879000, 2014-08-15 10:27:57.206000, 2014-08-15 10:27:59.704000
2, 9, 20, 20, 24.0, 2014-08-15 10:27:59.705000, 2014-08-15 10:28:02.713000, 2014-08-15 10:28:05.039000, 2014-08-15 10:28:07.705000
2, 10, 20, 20, 24.0, 2014-08-15 10:28:07.706000, 2014-08-15 10:28:10.146000, 2014-08-15 10:28:12.473000, 2014-08-15 10:28:16.504000
3, 1, 20, 20, 30.0, 2014-08-15 10:28:33.257000, 2014-08-15 10:28:39.731000, 2014-08-15 10:28:42.061000, 2014-08-15 10:28:46.022000
3, 2, 20, 20, 30.0, 2014-08-15 10:28:46.023000, 2014-08-15 10:28:49.531000, 2014-08-15 10:28:51.859000, 2014-08-15 10:28:54.056000
3, 3, 20, 20, 30.0, 2014-08-15 10:28:54.056000, 2014-08-15 10:28:56.414000, 2014-08-15 10:28:58.742000, 2014-08-15 10:29:04.806000
3, 4, 20, 20, 30.0, 2014-08-15 10:29:04.807000, 2014-08-15 10:29:07.315000, 2014-08-15 10:29:09.643000, 2014-08-15 10:29:11.907000
3, 5, 20, 20, 30.0, 2014-08-15 10:29:11.908000, 2014-08-15 10:29:14.515000, 2014-08-15 10:29:16.842000, 2014-08-15 10:29:19.541000
3, 6, 20, 20, 30.0, 2014-08-15 10:29:19.541000, 2014-08-15 10:29:22.316000, 2014-08-15 10:29:24.643000, 2014-08-15 10:29:29.841000
3, 7, 20, 20, 30.0, 2014-08-15 10:29:29.842000, 2014-08-15 10:29:32.816000, 2014-08-15 10:29:35.143000, 2014-08-15 10:29:41.975000
3, 8, 20, 20, 30.0, 2014-08-15 10:29:41.975000, 2014-08-15 10:29:45.266000, 2014-08-15 10:29:47.596000, 2014-08-15 10:29:50.492000
3, 9, 20, 20, 30.0, 2014-08-15 10:29:50.492000, 2014-08-15 10:29:53.233000, 2014-08-15 10:30:16.312000, 2014-08-15 10:30:24.642000
3, 10, 20, 20, 30.0, 2014-08-15 10:30:24.643000, 2014-08-15 10:30:28.085000, 2014-08-15 10:30:30.413000, 2014-08-15 10:30:34.076000
