game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 12, 29.8, 2014-08-08 10:33:12.297000, 2014-08-08 10:33:24.303000, 2014-08-08 10:33:27.400000, 2014-08-08 10:33:34.228000
1, 2, 12, 12, 29.6, 2014-08-08 10:33:34.229000, 2014-08-08 10:33:47.571000, 2014-08-08 10:33:49.901000, 2014-08-08 10:34:00.063000
1, 3, 13, 14, 31.3, 2014-08-08 10:34:00.064000, 2014-08-08 10:34:03.288000, 2014-08-08 10:34:05.621000, 2014-08-08 10:34:09.447000
1, 4, 13, 14, 31.3, 2014-08-08 10:34:09.448000, 2014-08-08 10:34:14.337000, 2014-08-08 10:34:16.671000, 2014-08-08 10:34:21.197000
1, 5, 14, 12, 29.4, 2014-08-08 10:34:21.198000, 2014-08-08 10:34:24.522000, 2014-08-08 10:34:26.852000, 2014-08-08 10:34:29.847000
1, 6, 10, 13, 30.7, 2014-08-08 10:34:29.848000, 2014-08-08 10:34:33.322000, 2014-08-08 10:34:35.654000, 2014-08-08 10:34:40.715000
1, 7, 11, 11, 28.8, 2014-08-08 10:34:40.715000, 2014-08-08 10:34:50.507000, 2014-08-08 10:34:52.838000, 2014-08-08 10:34:55.231000
1, 8, 12, 5, 23.3, 2014-08-08 10:34:55.232000, 2014-08-08 10:34:59.173000, 2014-08-08 10:35:01.505000, 2014-08-08 10:35:06.032000
1, 9,  8 , 10, 28.2, 2014-08-08 10:35:06.032000, 2014-08-08 10:35:10.591000, 2014-08-08 10:35:12.920000, 2014-08-08 10:35:16.082000
1, 10, 10, 12, 29.8, 2014-08-08 10:35:16.082000, 2014-08-08 10:35:18.524000, 2014-08-08 10:35:20.854000, 2014-08-08 10:35:25.216000
2, 1, 12, 16, 29.0, 2014-08-08 10:35:38.868000, 2014-08-08 10:35:43.608000, 2014-08-08 10:35:45.935000, 2014-08-08 10:35:48.300000
2, 2, 16, 15, 27.25, 2014-08-08 10:35:48.301000, 2014-08-08 10:35:51.025000, 2014-08-08 10:35:53.361000, 2014-08-08 10:35:57.834000
2, 3, 16, 15, 27.25, 2014-08-08 10:35:57.835000, 2014-08-08 10:36:01.208000, 2014-08-08 10:36:03.544000, 2014-08-08 10:36:08.484000
2, 4, 15, 17, 29.0, 2014-08-08 10:36:08.485000, 2014-08-08 10:36:11.226000, 2014-08-08 10:36:13.556000, 2014-08-08 10:36:16.384000
2, 5, 18, 18, 29.0, 2014-08-08 10:36:16.385000, 2014-08-08 10:36:19.875000, 2014-08-08 10:36:22.203000, 2014-08-08 10:36:24.868000
2, 6, 19, 18, 28.75, 2014-08-08 10:36:24.868000, 2014-08-08 10:36:26.810000, 2014-08-08 10:36:29.143000, 2014-08-08 10:36:31.435000
2, 7, 18, 20, 30.5, 2014-08-08 10:36:31.436000, 2014-08-08 10:36:33.810000, 2014-08-08 10:36:36.139000, 2014-08-08 10:36:37.936000
2, 8, 20, 20, 30.0, 2014-08-08 10:36:37.936000, 2014-08-08 10:36:39.444000, 2014-08-08 10:36:42.271000, 2014-08-08 10:36:45.102000
2, 9, 20, 19, 29.25, 2014-08-08 10:36:45.103000, 2014-08-08 10:36:46.710000, 2014-08-08 10:36:49.044000, 2014-08-08 10:36:51.636000
2, 10, 20, 12, 24.0, 2014-08-08 10:36:51.636000, 2014-08-08 10:36:53.477000, 2014-08-08 10:36:55.805000, 2014-08-08 10:37:00.337000
3, 1, 12, 20, 27.2, 2014-08-08 10:37:08.588000, 2014-08-08 10:37:12.128000, 2014-08-08 10:37:14.459000, 2014-08-08 10:37:15.853000
3, 2, 20, 20, 24.0, 2014-08-08 10:37:15.854000, 2014-08-08 10:37:17.461000, 2014-08-08 10:37:19.789000, 2014-08-08 10:37:21.653000
3, 3, 20, 20, 24.0, 2014-08-08 10:37:21.654000, 2014-08-08 10:37:23.028000, 2014-08-08 10:37:25.355000, 2014-08-08 10:37:26.553000
3, 4, 20, 20, 24.0, 2014-08-08 10:37:26.554000, 2014-08-08 10:37:27.863000, 2014-08-08 10:37:30.190000, 2014-08-08 10:37:31.688000
3, 5, 20, 18, 22.8, 2014-08-08 10:37:31.688000, 2014-08-08 10:37:32.862000, 2014-08-08 10:37:35.192000, 2014-08-08 10:37:37.120000
3, 6, 20, 19, 23.4, 2014-08-08 10:37:37.121000, 2014-08-08 10:37:38.529000, 2014-08-08 10:37:40.894000, 2014-08-08 10:37:42.288000
3, 7, 20, 20, 24.0, 2014-08-08 10:37:42.288000, 2014-08-08 10:37:43.729000, 2014-08-08 10:37:46.056000, 2014-08-08 10:37:47.621000
3, 8, 20, 20, 24.0, 2014-08-08 10:37:47.621000, 2014-08-08 10:37:48.930000, 2014-08-08 10:37:51.256000, 2014-08-08 10:37:52.788000
3, 9, 20, 20, 24.0, 2014-08-08 10:37:52.788000, 2014-08-08 10:37:53.929000, 2014-08-08 10:37:56.256000, 2014-08-08 10:37:57.755000
3, 10, 20, 20, 24.0, 2014-08-08 10:37:57.756000, 2014-08-08 10:37:58.963000, 2014-08-08 10:38:01.290000, 2014-08-08 10:38:02.522000
