game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 11, 10, 27.9, 2014-07-31 14:20:03.357000, 2014-07-31 14:20:16.775000, 2014-07-31 14:20:26.643000, 2014-07-31 14:20:38.135000
1, 2, 13, 11, 28.6, 2014-07-31 14:20:38.136000, 2014-07-31 14:20:47.943000, 2014-07-31 14:20:50.273000, 2014-07-31 14:20:59.402000
1, 3, 11, 13, 30.6, 2014-07-31 14:20:59.403000, 2014-07-31 14:21:31.711000, 2014-07-31 14:21:34.043000, 2014-07-31 14:21:39.670000
1, 4, 16, 15, 31.9, 2014-07-31 14:21:39.671000, 2014-07-31 14:21:51.845000, 2014-07-31 14:21:54.180000, 2014-07-31 14:22:02.571000
1, 5,  8 , 18, 35.4, 2014-07-31 14:22:02.571000, 2014-07-31 14:22:18.346000, 2014-07-31 14:22:20.679000, 2014-07-31 14:22:30.306000
1, 6, 13, 0, 18.7, 2014-07-31 14:22:30.306000, 2014-07-31 14:22:43.532000, 2014-07-31 14:22:45.865000, 2014-07-31 14:22:56.090000
1, 7, 10, 0, 19.0, 2014-07-31 14:22:56.091000, 2014-07-31 14:23:06.798000, 2014-07-31 14:23:09.126000, 2014-07-31 14:23:12.590000
1, 8,  5 , 13, 31.2, 2014-07-31 14:23:12.591000, 2014-07-31 14:23:21.215000, 2014-07-31 14:23:23.546000, 2014-07-31 14:23:36.808000
1, 9, 15, 5, 23.0, 2014-07-31 14:23:36.809000, 2014-07-31 14:23:40.500000, 2014-07-31 14:23:42.826000, 2014-07-31 14:23:52.392000
1, 10,  1 , 5, 24.4, 2014-07-31 14:23:52.392000, 2014-07-31 14:23:56.533000, 2014-07-31 14:23:58.862000, 2014-07-31 14:24:14.127000
2, 1, 10, 10, 22.0, 2014-07-31 14:24:34.112000, 2014-07-31 14:24:39.484000, 2014-07-31 14:24:41.810000, 2014-07-31 14:24:46.344000
2, 2, 13, 0, 14.8, 2014-07-31 14:24:46.345000, 2014-07-31 14:24:52.335000, 2014-07-31 14:24:54.668000, 2014-07-31 14:25:00.994000
2, 3, 13, 10, 20.8, 2014-07-31 14:25:00.995000, 2014-07-31 14:25:04.370000, 2014-07-31 14:25:06.704000, 2014-07-31 14:25:11.994000
2, 4,  8 , 0, 16.8, 2014-07-31 14:25:11.995000, 2014-07-31 14:25:14.136000, 2014-07-31 14:25:16.466000, 2014-07-31 14:25:25.262000
2, 5,  0 , 10, 26.0, 2014-07-31 14:25:25.263000, 2014-07-31 14:25:31.270000, 2014-07-31 14:25:33.597000, 2014-07-31 14:25:41.462000
2, 6,  5 , 15, 27.0, 2014-07-31 14:25:41.463000, 2014-07-31 14:25:45.854000, 2014-07-31 14:25:48.181000, 2014-07-31 14:25:54.114000
2, 7, 12, 0, 15.2, 2014-07-31 14:25:54.114000, 2014-07-31 14:25:58.787000, 2014-07-31 14:26:01.116000, 2014-07-31 14:26:10.613000
2, 8, 12, 0, 15.2, 2014-07-31 14:26:10.614000, 2014-07-31 14:26:15.389000, 2014-07-31 14:26:17.717000, 2014-07-31 14:26:21.347000
2, 9,  5 , 10, 24.0, 2014-07-31 14:26:21.348000, 2014-07-31 14:26:27.156000, 2014-07-31 14:26:29.483000, 2014-07-31 14:26:32.914000
2, 10,  1 , 0, 19.6, 2014-07-31 14:26:32.914000, 2014-07-31 14:26:36.406000, 2014-07-31 14:26:38.736000, 2014-07-31 14:26:42.631000
3, 1, 15, 15, 27.5, 2014-07-31 14:26:53.049000, 2014-07-31 14:26:57.474000, 2014-07-31 14:26:59.805000, 2014-07-31 14:27:04.333000
3, 2,  5 , 10, 26.25, 2014-07-31 14:27:04.333000, 2014-07-31 14:27:07.558000, 2014-07-31 14:27:09.891000, 2014-07-31 14:27:16.149000
3, 3,  0 , 0, 20.0, 2014-07-31 14:27:16.150000, 2014-07-31 14:27:20.357000, 2014-07-31 14:27:22.683000, 2014-07-31 14:27:25.717000
3, 4,  5 , 0, 18.75, 2014-07-31 14:27:25.717000, 2014-07-31 14:27:29.258000, 2014-07-31 14:27:31.589000, 2014-07-31 14:27:34.850000
3, 5,  3 , 0, 19.25, 2014-07-31 14:27:34.851000, 2014-07-31 14:27:44.392000, 2014-07-31 14:27:46.723000, 2014-07-31 14:27:50.350000
3, 6,  1 , 0, 19.75, 2014-07-31 14:27:50.351000, 2014-07-31 14:27:55.126000, 2014-07-31 14:27:57.459000, 2014-07-31 14:28:00.484000
3, 7,  0 , 0, 20.0, 2014-07-31 14:28:00.485000, 2014-07-31 14:28:05.759000, 2014-07-31 14:28:08.113000, 2014-07-31 14:28:10.218000
3, 8,  0 , 0, 20.0, 2014-07-31 14:28:10.218000, 2014-07-31 14:28:13.727000, 2014-07-31 14:28:16.051000, 2014-07-31 14:28:17.285000
3, 9,  0 , 0, 20.0, 2014-07-31 14:28:17.286000, 2014-07-31 14:28:20.459000, 2014-07-31 14:28:22.784000, 2014-07-31 14:28:24.952000
3, 10,  2 , 0, 19.5, 2014-07-31 14:28:24.953000, 2014-07-31 14:28:28.961000, 2014-07-31 14:28:31.288000, 2014-07-31 14:28:34.586000
