game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 20, 20, 36.0, 2014-08-15 12:23:54.376000, 2014-08-15 12:24:09.194000, 2014-08-15 12:24:12.388000, 2014-08-15 12:24:24.320000
1, 2, 15, 20, 36.5, 2014-08-15 12:24:24.321000, 2014-08-15 12:24:37.781000, 2014-08-15 12:24:40.108000, 2014-08-15 12:24:44.738000
1, 3, 15, 17, 33.8, 2014-08-15 12:24:44.738000, 2014-08-15 12:24:52.012000, 2014-08-15 12:25:00.610000, 2014-08-15 12:25:05.438000
1, 4, 20, 16, 32.4, 2014-08-15 12:25:05.439000, 2014-08-15 12:25:10.580000, 2014-08-15 12:25:24.413000, 2014-08-15 12:25:30.739000
1, 5, 15, 15, 32.0, 2014-08-15 12:25:30.739000, 2014-08-15 12:25:35.881000, 2014-08-15 12:25:44.710000, 2014-08-15 12:25:47.340000
1, 6, 20, 20, 36.0, 2014-08-15 12:25:47.340000, 2014-08-15 12:25:49.514000, 2014-08-15 12:25:57.841000, 2014-08-15 12:26:03.241000
1, 7, 20, 20, 36.0, 2014-08-15 12:26:03.241000, 2014-08-15 12:26:07.816000, 2014-08-15 12:26:10.142000, 2014-08-15 12:26:15.107000
1, 8, 20, 20, 36.0, 2014-08-15 12:26:15.108000, 2014-08-15 12:26:20.132000, 2014-08-15 12:26:22.458000, 2014-08-15 12:26:25.458000
1, 9, 20, 20, 36.0, 2014-08-15 12:26:25.459000, 2014-08-15 12:26:28.998000, 2014-08-15 12:26:31.325000, 2014-08-15 12:26:34.258000
1, 10, 20, 20, 36.0, 2014-08-15 12:26:34.259000, 2014-08-15 12:26:35.733000, 2014-08-15 12:26:38.059000, 2014-08-15 12:26:39.291000
2, 1, 20, 20, 30.0, 2014-08-15 12:27:01.143000, 2014-08-15 12:27:03.717000, 2014-08-15 12:27:06.046000, 2014-08-15 12:27:11.076000
2, 2, 20, 20, 30.0, 2014-08-15 12:27:11.077000, 2014-08-15 12:27:12.517000, 2014-08-15 12:27:16.345000, 2014-08-15 12:27:19.043000
2, 3, 20, 20, 30.0, 2014-08-15 12:27:19.043000, 2014-08-15 12:27:20.384000, 2014-08-15 12:27:23.713000, 2014-08-15 12:27:25.610000
2, 4, 20, 20, 30.0, 2014-08-15 12:27:25.611000, 2014-08-15 12:27:27.218000, 2014-08-15 12:27:29.546000, 2014-08-15 12:27:31.310000
2, 5, 20, 20, 30.0, 2014-08-15 12:27:31.310000, 2014-08-15 12:27:35.285000, 2014-08-15 12:27:40.113000, 2014-08-15 12:27:41.910000
2, 6, 20, 20, 30.0, 2014-08-15 12:27:41.911000, 2014-08-15 12:27:43.419000, 2014-08-15 12:27:45.747000, 2014-08-15 12:27:46.644000
2, 7, 20, 20, 30.0, 2014-08-15 12:27:46.644000, 2014-08-15 12:27:48.018000, 2014-08-15 12:27:51.846000, 2014-08-15 12:27:52.644000
2, 8, 20, 20, 30.0, 2014-08-15 12:27:52.644000, 2014-08-15 12:27:54.353000, 2014-08-15 12:27:59.680000, 2014-08-15 12:28:03.278000
2, 9, 20, 20, 30.0, 2014-08-15 12:28:03.279000, 2014-08-15 12:28:04.786000, 2014-08-15 12:28:07.613000, 2014-08-15 12:28:08.445000
2, 10, 20, 20, 30.0, 2014-08-15 12:28:08.445000, 2014-08-15 12:28:10.187000, 2014-08-15 12:28:13.018000, 2014-08-15 12:28:13.612000
3, 1, 20, 20, 24.0, 2014-08-15 12:28:23.397000, 2014-08-15 12:28:25.038000, 2014-08-15 12:28:32.863000, 2014-08-15 12:28:34.796000
3, 2, 20, 20, 24.0, 2014-08-15 12:28:34.796000, 2014-08-15 12:28:36.471000, 2014-08-15 12:28:38.797000, 2014-08-15 12:28:39.896000
3, 3, 20, 20, 24.0, 2014-08-15 12:28:39.896000, 2014-08-15 12:28:41.404000, 2014-08-15 12:28:43.732000, 2014-08-15 12:28:48.263000
3, 4, 20, 20, 24.0, 2014-08-15 12:28:48.263000, 2014-08-15 12:28:49.737000, 2014-08-15 12:28:52.064000, 2014-08-15 12:28:53.297000
3, 5, 20, 20, 24.0, 2014-08-15 12:28:53.297000, 2014-08-15 12:28:55.072000, 2014-08-15 12:28:57.399000, 2014-08-15 12:28:58.230000
3, 6, 20, 20, 24.0, 2014-08-15 12:28:58.231000, 2014-08-15 12:28:59.671000, 2014-08-15 12:29:01.999000, 2014-08-15 12:29:03.030000
3, 7, 20, 20, 24.0, 2014-08-15 12:29:03.031000, 2014-08-15 12:29:04.571000, 2014-08-15 12:29:07.928000, 2014-08-15 12:29:09.063000
3, 8, 20, 20, 24.0, 2014-08-15 12:29:09.064000, 2014-08-15 12:29:11.072000, 2014-08-15 12:29:13.901000, 2014-08-15 12:29:16.797000
3, 9, 20, 20, 24.0, 2014-08-15 12:29:16.798000, 2014-08-15 12:29:18.906000, 2014-08-15 12:29:21.232000, 2014-08-15 12:29:22.030000
3, 10, 20, 20, 24.0, 2014-08-15 12:29:22.031000, 2014-08-15 12:29:23.306000, 2014-08-15 12:29:25.633000, 2014-08-15 12:29:26.331000
