game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-04 13:32:33.419000, 2014-08-04 13:32:38.982000, 2014-08-04 13:32:41.378000, 2014-08-04 13:32:48.505000
1, 2, 10, 20, 37.0, 2014-08-04 13:32:48.506000, 2014-08-04 13:32:54.615000, 2014-08-04 13:33:07.442000, 2014-08-04 13:33:21.437000
1, 3, 10, 20, 37.0, 2014-08-04 13:33:21.437000, 2014-08-04 13:33:39.577000, 2014-08-04 13:33:41.906000, 2014-08-04 13:33:59.001000
1, 4, 15, 20, 36.5, 2014-08-04 13:33:59.001000, 2014-08-04 13:34:03.926000, 2014-08-04 13:34:06.256000, 2014-08-04 13:34:13.117000
1, 5, 20, 20, 36.0, 2014-08-04 13:34:13.117000, 2014-08-04 13:34:16.243000, 2014-08-04 13:34:18.570000, 2014-08-04 13:34:23.899000
1, 6, 20, 20, 36.0, 2014-08-04 13:34:23.900000, 2014-08-04 13:34:26.274000, 2014-08-04 13:34:28.601000, 2014-08-04 13:34:34.899000
1, 7, 20, 20, 36.0, 2014-08-04 13:34:34.899000, 2014-08-04 13:34:39.573000, 2014-08-04 13:34:41.901000, 2014-08-04 13:34:45.898000
1, 8, 20, 20, 36.0, 2014-08-04 13:34:45.898000, 2014-08-04 13:34:49.573000, 2014-08-04 13:34:51.902000, 2014-08-04 13:34:53.331000
1, 9, 20, 20, 36.0, 2014-08-04 13:34:53.331000, 2014-08-04 13:34:55.372000, 2014-08-04 13:34:57.700000, 2014-08-04 13:35:00.297000
1, 10, 20, 20, 36.0, 2014-08-04 13:35:00.297000, 2014-08-04 13:35:02.406000, 2014-08-04 13:35:04.734000, 2014-08-04 13:35:09.830000
2, 1, 10, 20, 28.0, 2014-08-04 13:35:20.447000, 2014-08-04 13:35:24.170000, 2014-08-04 13:35:26.499000, 2014-08-04 13:35:29.228000
2, 2, 20, 20, 24.0, 2014-08-04 13:35:29.229000, 2014-08-04 13:35:30.754000, 2014-08-04 13:35:33.083000, 2014-08-04 13:35:36.845000
2, 3, 10, 20, 28.0, 2014-08-04 13:35:36.845000, 2014-08-04 13:35:42.319000, 2014-08-04 13:35:44.648000, 2014-08-04 13:35:46.711000
2, 4, 10, 1, 16.6, 2014-08-04 13:35:46.711000, 2014-08-04 13:35:51.219000, 2014-08-04 13:35:55.552000, 2014-08-04 13:36:02.276000
2, 5, 10, 10, 22.0, 2014-08-04 13:36:02.277000, 2014-08-04 13:36:04.485000, 2014-08-04 13:36:06.811000, 2014-08-04 13:36:11.509000
2, 6, 10, 15, 25.0, 2014-08-04 13:36:11.510000, 2014-08-04 13:36:14.150000, 2014-08-04 13:36:16.480000, 2014-08-04 13:36:20.408000
2, 7, 20, 15, 21.0, 2014-08-04 13:36:20.409000, 2014-08-04 13:36:23.384000, 2014-08-04 13:36:25.714000, 2014-08-04 13:36:29.508000
2, 8, 20, 17, 22.2, 2014-08-04 13:36:29.508000, 2014-08-04 13:36:31.400000, 2014-08-04 13:36:33.734000, 2014-08-04 13:36:35.957000
2, 9, 17, 20, 25.2, 2014-08-04 13:36:35.958000, 2014-08-04 13:36:38.417000, 2014-08-04 13:36:40.749000, 2014-08-04 13:36:42.640000
2, 10, 20, 20, 24.0, 2014-08-04 13:36:42.641000, 2014-08-04 13:36:43.915000, 2014-08-04 13:36:46.243000, 2014-08-04 13:36:53.740000
3, 1, 10, 20, 32.5, 2014-08-04 13:37:02.857000, 2014-08-04 13:37:06.515000, 2014-08-04 13:37:08.848000, 2014-08-04 13:37:10.822000
3, 2, 15, 20, 31.25, 2014-08-04 13:37:10.823000, 2014-08-04 13:37:13.963000, 2014-08-04 13:37:16.299000, 2014-08-04 13:37:17.638000
3, 3, 20, 20, 30.0, 2014-08-04 13:37:17.639000, 2014-08-04 13:37:18.747000, 2014-08-04 13:37:21.076000, 2014-08-04 13:37:24.004000
3, 4, 20, 20, 30.0, 2014-08-04 13:37:24.005000, 2014-08-04 13:37:25.480000, 2014-08-04 13:37:27.808000, 2014-08-04 13:37:32.004000
3, 5, 20, 20, 30.0, 2014-08-04 13:37:32.004000, 2014-08-04 13:37:34.763000, 2014-08-04 13:37:37.090000, 2014-08-04 13:37:39.987000
3, 6, 20, 20, 30.0, 2014-08-04 13:37:39.987000, 2014-08-04 13:37:41.946000, 2014-08-04 13:37:44.274000, 2014-08-04 13:37:46.470000
3, 7, 20, 20, 30.0, 2014-08-04 13:37:46.470000, 2014-08-04 13:37:49.045000, 2014-08-04 13:37:51.374000, 2014-08-04 13:37:54.336000
3, 8, 20, 20, 30.0, 2014-08-04 13:37:54.336000, 2014-08-04 13:37:57.811000, 2014-08-04 13:38:00.142000, 2014-08-04 13:38:01.902000
3, 9, 19, 20, 30.25, 2014-08-04 13:38:01.902000, 2014-08-04 13:38:08.827000, 2014-08-04 13:38:11.161000, 2014-08-04 13:38:12.318000
3, 10, 20, 20, 30.0, 2014-08-04 13:38:12.319000, 2014-08-04 13:38:13.394000, 2014-08-04 13:38:18.222000, 2014-08-04 13:38:20.317000
