game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 15, 10, 27.5, 2014-08-06 10:46:39.810000, 2014-08-06 10:46:44.432000, 2014-08-06 10:47:12.397000, 2014-08-06 10:47:43.038000
1, 2, 13, 19, 35.8, 2014-08-06 10:47:43.038000, 2014-08-06 10:47:51.211000, 2014-08-06 10:47:53.545000, 2014-08-06 10:48:16.701000
1, 3, 15, 12, 29.3, 2014-08-06 10:48:16.701000, 2014-08-06 10:48:22.026000, 2014-08-06 10:48:24.360000, 2014-08-06 10:48:48.782000
1, 4, 15, 16, 32.9, 2014-08-06 10:48:48.783000, 2014-08-06 10:48:59.157000, 2014-08-06 10:49:01.492000, 2014-08-06 10:49:10.931000
1, 5, 19, 8, 25.3, 2014-08-06 10:49:10.931000, 2014-08-06 10:49:13.290000, 2014-08-06 10:49:15.623000, 2014-08-06 10:49:40.145000
1, 6, 15, 14, 31.1, 2014-08-06 10:49:40.146000, 2014-08-06 10:49:46.238000, 2014-08-06 10:49:48.571000, 2014-08-06 10:50:11.677000
1, 7, 15, 20, 36.5, 2014-08-06 10:50:11.678000, 2014-08-06 10:50:15.019000, 2014-08-06 10:50:17.352000, 2014-08-06 10:50:31.942000
1, 8, 15, 3, 21.2, 2014-08-06 10:50:31.943000, 2014-08-06 10:50:38.852000, 2014-08-06 10:50:41.181000, 2014-08-06 10:50:56.241000
1, 9, 13, 10, 27.7, 2014-08-06 10:50:56.241000, 2014-08-06 10:51:13.047000, 2014-08-06 10:51:15.381000, 2014-08-06 10:51:26.439000
1, 10, 15, 8, 25.7, 2014-08-06 10:51:26.439000, 2014-08-06 10:51:37.013000, 2014-08-06 10:51:39.347000, 2014-08-06 10:51:47.571000
2, 1, 15, 15, 27.5, 2014-08-06 10:52:24.187000, 2014-08-06 10:52:35.343000, 2014-08-06 10:52:37.678000, 2014-08-06 10:52:48.117000
2, 2, 18, 10, 23.0, 2014-08-06 10:52:48.118000, 2014-08-06 10:52:49.526000, 2014-08-06 10:52:51.856000, 2014-08-06 10:53:14.182000
2, 3,  8 , 14, 28.5, 2014-08-06 10:53:14.183000, 2014-08-06 10:53:18.674000, 2014-08-06 10:53:21.006000, 2014-08-06 10:53:24.664000
2, 4, 15, 1, 17.0, 2014-08-06 10:53:24.665000, 2014-08-06 10:53:31.306000, 2014-08-06 10:53:33.634000, 2014-08-06 10:53:48.063000
2, 5, 15, 8, 22.25, 2014-08-06 10:53:48.064000, 2014-08-06 10:53:51.988000, 2014-08-06 10:53:54.322000, 2014-08-06 10:54:07.712000
2, 6, 10, 12, 26.5, 2014-08-06 10:54:07.712000, 2014-08-06 10:54:19.037000, 2014-08-06 10:54:21.367000, 2014-08-06 10:54:26.294000
2, 7, 13, 16, 28.75, 2014-08-06 10:54:26.294000, 2014-08-06 10:54:30.653000, 2014-08-06 10:54:32.990000, 2014-08-06 10:54:36.827000
2, 8, 16, 0, 16.0, 2014-08-06 10:54:36.827000, 2014-08-06 10:54:39.369000, 2014-08-06 10:54:41.698000, 2014-08-06 10:54:50.292000
2, 9, 16, 10, 23.5, 2014-08-06 10:54:50.293000, 2014-08-06 10:54:55.168000, 2014-08-06 10:55:05.001000, 2014-08-06 10:55:08.474000
2, 10, 10, 9, 24.25, 2014-08-06 10:55:08.475000, 2014-08-06 10:55:10.700000, 2014-08-06 10:55:20.032000, 2014-08-06 10:55:24.523000
3, 1, 10, 16, 25.6, 2014-08-06 10:55:47.274000, 2014-08-06 10:56:04.430000, 2014-08-06 10:56:06.762000, 2014-08-06 10:56:19.054000
3, 2, 10, 3, 17.8, 2014-08-06 10:56:19.054000, 2014-08-06 10:56:20.779000, 2014-08-06 10:56:23.113000, 2014-08-06 10:56:45.885000
3, 3, 15, 10, 20.0, 2014-08-06 10:56:45.885000, 2014-08-06 10:56:53.810000, 2014-08-06 10:56:56.139000, 2014-08-06 10:57:12.634000
3, 4,  5 , 13, 25.8, 2014-08-06 10:57:12.635000, 2014-08-06 10:57:16.494000, 2014-08-06 10:57:18.828000, 2014-08-06 10:57:23.602000
3, 5,  8 , 7, 21.0, 2014-08-06 10:57:23.603000, 2014-08-06 10:57:29.027000, 2014-08-06 10:57:31.359000, 2014-08-06 10:57:35.219000
3, 6,  9 , 10, 22.4, 2014-08-06 10:57:35.220000, 2014-08-06 10:57:39.111000, 2014-08-06 10:57:45.973000, 2014-08-06 10:57:48.569000
3, 7, 10, 1, 16.6, 2014-08-06 10:57:48.570000, 2014-08-06 10:57:51.329000, 2014-08-06 10:57:55.660000, 2014-08-06 10:57:58.920000
3, 8,  6 , 5, 20.6, 2014-08-06 10:57:58.920000, 2014-08-06 10:58:02.845000, 2014-08-06 10:58:15.177000, 2014-08-06 10:58:36.271000
3, 9,  5 , 10, 24.0, 2014-08-06 10:58:36.272000, 2014-08-06 10:58:45.780000, 2014-08-06 10:58:48.110000, 2014-08-06 10:58:59.372000
3, 10, 15, 14, 22.4, 2014-08-06 10:58:59.372000, 2014-08-06 10:59:03.247000, 2014-08-06 10:59:05.580000, 2014-08-06 10:59:14.006000
