game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-13 13:14:17.081000, 2014-08-13 13:14:25.468000, 2014-08-13 13:14:33.897000, 2014-08-13 13:14:46.493000
1, 2, 15, 16, 32.9, 2014-08-13 13:14:46.493000, 2014-08-13 13:14:52.637000, 2014-08-13 13:15:04.473000, 2014-08-13 13:15:15.244000
1, 3, 18, 19, 35.3, 2014-08-13 13:15:15.245000, 2014-08-13 13:15:28.154000, 2014-08-13 13:15:30.489000, 2014-08-13 13:15:40.162000
1, 4, 18, 15, 31.7, 2014-08-13 13:15:40.163000, 2014-08-13 13:15:55.771000, 2014-08-13 13:15:58.105000, 2014-08-13 13:16:04.329000
1, 5, 15, 12, 29.3, 2014-08-13 13:16:04.330000, 2014-08-13 13:16:15.621000, 2014-08-13 13:16:17.956000, 2014-08-13 13:16:25.680000
1, 6, 10, 15, 32.5, 2014-08-13 13:16:25.681000, 2014-08-13 13:16:35.156000, 2014-08-13 13:16:37.491000, 2014-08-13 13:16:52.831000
1, 7, 12, 16, 33.2, 2014-08-13 13:16:52.832000, 2014-08-13 13:17:00.308000, 2014-08-13 13:17:02.638000, 2014-08-13 13:17:11.066000
1, 8, 17, 14, 30.9, 2014-08-13 13:17:11.066000, 2014-08-13 13:17:21.808000, 2014-08-13 13:17:24.142000, 2014-08-13 13:17:32.833000
1, 9, 17, 15, 31.8, 2014-08-13 13:17:32.833000, 2014-08-13 13:17:43.142000, 2014-08-13 13:17:49.475000, 2014-08-13 13:17:55
1, 10, 14, 17, 33.9, 2014-08-13 13:17:55, 2014-08-13 13:18:04.642000, 2014-08-13 13:18:06.978000, 2014-08-13 13:18:13.051000
2, 1, 10, 10, 25.0, 2014-08-13 13:18:26.937000, 2014-08-13 13:18:37.561000, 2014-08-13 13:18:41.391000, 2014-08-13 13:18:45.152000
2, 2, 12, 15, 28.25, 2014-08-13 13:18:45.152000, 2014-08-13 13:19:02.744000, 2014-08-13 13:19:05.080000, 2014-08-13 13:19:12.686000
2, 3, 16, 15, 27.25, 2014-08-13 13:19:12.687000, 2014-08-13 13:19:22.978000, 2014-08-13 13:19:25.316000, 2014-08-13 13:19:29.487000
2, 4, 11, 16, 29.25, 2014-08-13 13:19:29.488000, 2014-08-13 13:19:38.597000, 2014-08-13 13:19:40.932000, 2014-08-13 13:19:47.538000
2, 5, 15, 15, 27.5, 2014-08-13 13:19:47.539000, 2014-08-13 13:20:00.531000, 2014-08-13 13:20:02.863000, 2014-08-13 13:20:05.954000
2, 6, 17, 16, 27.75, 2014-08-13 13:20:05.955000, 2014-08-13 13:20:18.664000, 2014-08-13 13:20:21.002000, 2014-08-13 13:20:26.272000
2, 7, 14, 17, 29.25, 2014-08-13 13:20:26.272000, 2014-08-13 13:20:36.448000, 2014-08-13 13:20:38.785000, 2014-08-13 13:20:44.389000
2, 8, 16, 2, 17.5, 2014-08-13 13:20:44.390000, 2014-08-13 13:20:56.767000, 2014-08-13 13:20:59.099000, 2014-08-13 13:21:05.890000
2, 9, 10, 17, 30.25, 2014-08-13 13:21:05.891000, 2014-08-13 13:21:17.201000, 2014-08-13 13:21:19.535000, 2014-08-13 13:21:24.974000
2, 10, 12, 12, 26.0, 2014-08-13 13:21:24.975000, 2014-08-13 13:21:34.050000, 2014-08-13 13:21:36.378000, 2014-08-13 13:21:39.842000
3, 1, 10, 10, 22.0, 2014-08-13 13:21:48.327000, 2014-08-13 13:21:54.120000, 2014-08-13 13:22:06.473000, 2014-08-13 13:22:09.243000
3, 2,  5 , 12, 25.2, 2014-08-13 13:22:09.243000, 2014-08-13 13:22:20.218000, 2014-08-13 13:22:22.550000, 2014-08-13 13:22:27.544000
3, 3, 14, 10, 20.4, 2014-08-13 13:22:27.544000, 2014-08-13 13:22:32.653000, 2014-08-13 13:22:34.984000, 2014-08-13 13:22:38.577000
3, 4, 15, 12, 21.2, 2014-08-13 13:22:38.578000, 2014-08-13 13:22:47.887000, 2014-08-13 13:22:58.720000, 2014-08-13 13:23:02.345000
3, 5,  8 , 15, 25.8, 2014-08-13 13:23:02.346000, 2014-08-13 13:23:11.354000, 2014-08-13 13:23:13.688000, 2014-08-13 13:23:18.296000
3, 6, 10, 14, 24.4, 2014-08-13 13:23:18.296000, 2014-08-13 13:23:29.523000, 2014-08-13 13:23:31.854000, 2014-08-13 13:23:36.045000
3, 7, 13, 0, 14.8, 2014-08-13 13:23:36.046000, 2014-08-13 13:23:46.538000, 2014-08-13 13:23:48.872000, 2014-08-13 13:23:53.246000
3, 8, 10, 13, 23.8, 2014-08-13 13:23:53.247000, 2014-08-13 13:24:00.473000, 2014-08-13 13:24:03.305000, 2014-08-13 13:24:08.197000
3, 9,  5 , 13, 25.8, 2014-08-13 13:24:08.198000, 2014-08-13 13:24:29.007000, 2014-08-13 13:24:31.340000, 2014-08-13 13:24:35.264000
3, 10, 10, 13, 23.8, 2014-08-13 13:24:35.265000, 2014-08-13 13:24:44.691000, 2014-08-13 13:24:47.025000, 2014-08-13 13:24:52.065000
