game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-15 10:22:42.551000, 2014-08-15 10:22:47.923000, 2014-08-15 10:23:01.882000, 2014-08-15 10:23:05.480000
1, 2,  2 , 14, 32.4, 2014-08-15 10:23:05.481000, 2014-08-15 10:23:12.688000, 2014-08-15 10:23:27.519000, 2014-08-15 10:23:32.113000
1, 3,  1 , 14, 32.5, 2014-08-15 10:23:32.114000, 2014-08-15 10:23:37.056000, 2014-08-15 10:23:53.389000, 2014-08-15 10:23:56.584000
1, 4,  8 , 2, 21.0, 2014-08-15 10:23:56.584000, 2014-08-15 10:23:59.691000, 2014-08-15 10:24:09.018000, 2014-08-15 10:24:13.085000
1, 5,  8 , 1, 20.1, 2014-08-15 10:24:13.086000, 2014-08-15 10:24:17.478000, 2014-08-15 10:24:27.809000, 2014-08-15 10:24:35.205000
1, 6,  7 , 10, 28.3, 2014-08-15 10:24:35.205000, 2014-08-15 10:24:48.832000, 2014-08-15 10:24:51.166000, 2014-08-15 10:24:54.291000
1, 7, 10, 10, 28.0, 2014-08-15 10:24:54.292000, 2014-08-15 10:24:56.732000, 2014-08-15 10:25:09.062000, 2014-08-15 10:25:11.427000
1, 8, 15, 12, 29.3, 2014-08-15 10:25:11.428000, 2014-08-15 10:25:14.534000, 2014-08-15 10:25:19.369000, 2014-08-15 10:25:23.095000
1, 9, 15, 15, 32.0, 2014-08-15 10:25:23.096000, 2014-08-15 10:25:25.902000, 2014-08-15 10:25:31.500000, 2014-08-15 10:25:34.296000
1, 10, 15, 16, 32.9, 2014-08-15 10:25:34.297000, 2014-08-15 10:25:38.089000, 2014-08-15 10:25:41.921000, 2014-08-15 10:25:43.948000
2, 1, 20, 10, 18.0, 2014-08-15 10:25:52.634000, 2014-08-15 10:25:57.674000, 2014-08-15 10:26:20.005000, 2014-08-15 10:26:22.803000
2, 2, 20, 18, 22.8, 2014-08-15 10:26:22.804000, 2014-08-15 10:26:26.078000, 2014-08-15 10:26:44.911000, 2014-08-15 10:26:49.240000
2, 3, 20, 20, 24.0, 2014-08-15 10:26:49.240000, 2014-08-15 10:26:50.915000, 2014-08-15 10:26:55.744000, 2014-08-15 10:27:05.308000
2, 4, 20, 20, 24.0, 2014-08-15 10:27:05.309000, 2014-08-15 10:27:08.618000, 2014-08-15 10:27:11.446000, 2014-08-15 10:27:13.110000
2, 5, 20, 20, 24.0, 2014-08-15 10:27:13.111000, 2014-08-15 10:27:14.584000, 2014-08-15 10:27:23.413000, 2014-08-15 10:27:26.512000
2, 6, 20, 20, 24.0, 2014-08-15 10:27:26.513000, 2014-08-15 10:27:28.220000, 2014-08-15 10:27:38.049000, 2014-08-15 10:27:39.580000
2, 7, 20, 20, 24.0, 2014-08-15 10:27:39.580000, 2014-08-15 10:27:41.323000, 2014-08-15 10:27:47.653000, 2014-08-15 10:27:48.848000
2, 8, 20, 20, 24.0, 2014-08-15 10:27:48.849000, 2014-08-15 10:27:50.323000, 2014-08-15 10:27:55.652000, 2014-08-15 10:27:57.316000
2, 9, 20, 20, 24.0, 2014-08-15 10:27:57.317000, 2014-08-15 10:27:58.857000, 2014-08-15 10:28:03.186000, 2014-08-15 10:28:04.250000
2, 10, 20, 20, 24.0, 2014-08-15 10:28:04.250000, 2014-08-15 10:28:05.858000, 2014-08-15 10:28:10.687000, 2014-08-15 10:28:11.719000
3, 1, 20, 20, 30.0, 2014-08-15 10:28:23.004000, 2014-08-15 10:28:24.511000, 2014-08-15 10:28:40.607000, 2014-08-15 10:28:44.170000
3, 2, 20, 20, 30.0, 2014-08-15 10:28:44.171000, 2014-08-15 10:28:45.544000, 2014-08-15 10:28:50.140000, 2014-08-15 10:28:51.104000
3, 3, 20, 20, 30.0, 2014-08-15 10:28:51.105000, 2014-08-15 10:28:52.363000, 2014-08-15 10:28:57.194000, 2014-08-15 10:28:58.188000
3, 4, 20, 20, 30.0, 2014-08-15 10:28:58.189000, 2014-08-15 10:28:59.363000, 2014-08-15 10:29:07.722000, 2014-08-15 10:29:08.655000
3, 5, 20, 20, 30.0, 2014-08-15 10:29:08.655000, 2014-08-15 10:29:09.797000, 2014-08-15 10:29:15.124000, 2014-08-15 10:29:16.154000
3, 6, 20, 20, 30.0, 2014-08-15 10:29:16.155000, 2014-08-15 10:29:17.563000, 2014-08-15 10:29:22.890000, 2014-08-15 10:29:23.788000
3, 7, 20, 20, 30.0, 2014-08-15 10:29:23.789000, 2014-08-15 10:29:24.964000, 2014-08-15 10:29:33.291000, 2014-08-15 10:29:45.122000
3, 8, 20, 20, 30.0, 2014-08-15 10:29:45.123000, 2014-08-15 10:29:46.463000, 2014-08-15 10:29:48.792000, 2014-08-15 10:30:13.957000
3, 9, 20, 20, 30.0, 2014-08-15 10:30:13.958000, 2014-08-15 10:30:15.598000, 2014-08-15 10:30:17.926000, 2014-08-15 10:30:20.857000
3, 10, 20, 20, 30.0, 2014-08-15 10:30:20.858000, 2014-08-15 10:30:22.148000, 2014-08-15 10:30:28.978000, 2014-08-15 10:30:30.741000
