game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 20, 37.0, 2014-08-05 12:36:00.938000, 2014-08-05 12:36:05.991000, 2014-08-05 12:36:12.388000, 2014-08-05 12:36:25.615000
1, 2, 15, 20, 36.5, 2014-08-05 12:36:25.616000, 2014-08-05 12:36:36.225000, 2014-08-05 12:36:38.556000, 2014-08-05 12:36:49.683000
1, 3, 20, 20, 36.0, 2014-08-05 12:36:49.684000, 2014-08-05 12:37:02.492000, 2014-08-05 12:37:04.819000, 2014-08-05 12:37:17.250000
1, 4, 17, 20, 36.3, 2014-08-05 12:37:17.251000, 2014-08-05 12:37:24.063000, 2014-08-05 12:37:26.394000, 2014-08-05 12:37:28.917000
1, 5, 20, 20, 36.0, 2014-08-05 12:37:28.918000, 2014-08-05 12:37:31.476000, 2014-08-05 12:37:35.803000, 2014-08-05 12:37:39.835000
1, 6, 20, 20, 36.0, 2014-08-05 12:37:39.836000, 2014-08-05 12:37:44.660000, 2014-08-05 12:37:47.487000, 2014-08-05 12:37:50.919000
1, 7, 20, 20, 36.0, 2014-08-05 12:37:50.919000, 2014-08-05 12:37:53.578000, 2014-08-05 12:37:56.905000, 2014-08-05 12:37:59.003000
1, 8, 20, 20, 36.0, 2014-08-05 12:37:59.003000, 2014-08-05 12:38:00.710000, 2014-08-05 12:38:08.538000, 2014-08-05 12:38:15.203000
1, 9, 20, 20, 36.0, 2014-08-05 12:38:15.203000, 2014-08-05 12:38:22.912000, 2014-08-05 12:38:25.239000, 2014-08-05 12:38:29.071000
1, 10, 20, 20, 36.0, 2014-08-05 12:38:29.071000, 2014-08-05 12:38:33.378000, 2014-08-05 12:38:35.705000, 2014-08-05 12:38:38.636000
2, 1, 10, 20, 28.0, 2014-08-05 12:38:49.715000, 2014-08-05 12:38:52.947000, 2014-08-05 12:39:10.277000, 2014-08-05 12:39:15.171000
2, 2, 20, 20, 24.0, 2014-08-05 12:39:15.172000, 2014-08-05 12:39:17.229000, 2014-08-05 12:39:22.558000, 2014-08-05 12:39:23.688000
2, 3, 20, 20, 24.0, 2014-08-05 12:39:23.689000, 2014-08-05 12:39:25.164000, 2014-08-05 12:39:32.492000, 2014-08-05 12:39:34.822000
2, 4, 20, 20, 24.0, 2014-08-05 12:39:34.823000, 2014-08-05 12:39:36.230000, 2014-08-05 12:39:41.560000, 2014-08-05 12:39:46.956000
2, 5, 20, 20, 24.0, 2014-08-05 12:39:46.956000, 2014-08-05 12:39:48.631000, 2014-08-05 12:39:50.959000, 2014-08-05 12:39:52.223000
2, 6, 20, 20, 24.0, 2014-08-05 12:39:52.223000, 2014-08-05 12:39:54.749000, 2014-08-05 12:39:57.077000, 2014-08-05 12:39:58.706000
2, 7, 20, 20, 24.0, 2014-08-05 12:39:58.707000, 2014-08-05 12:40:00.417000, 2014-08-05 12:40:02.745000, 2014-08-05 12:40:04.340000
2, 8, 20, 20, 24.0, 2014-08-05 12:40:04.340000, 2014-08-05 12:40:05.982000, 2014-08-05 12:40:10.311000, 2014-08-05 12:40:11.607000
2, 9, 20, 20, 24.0, 2014-08-05 12:40:11.608000, 2014-08-05 12:40:13.900000, 2014-08-05 12:40:18.227000, 2014-08-05 12:40:23.157000
2, 10, 20, 20, 24.0, 2014-08-05 12:40:23.158000, 2014-08-05 12:40:25.650000, 2014-08-05 12:40:27.978000, 2014-08-05 12:40:29.975000
3, 1, 20, 20, 30.0, 2014-08-05 12:40:37.059000, 2014-08-05 12:40:38.533000, 2014-08-05 12:40:41.863000, 2014-08-05 12:40:46.158000
3, 2, 20, 20, 30.0, 2014-08-05 12:40:46.159000, 2014-08-05 12:40:54.984000, 2014-08-05 12:40:57.313000, 2014-08-05 12:41:02.409000
3, 3, 20, 20, 30.0, 2014-08-05 12:41:02.410000, 2014-08-05 12:41:03.884000, 2014-08-05 12:41:06.213000, 2014-08-05 12:41:07.608000
3, 4, 20, 20, 30.0, 2014-08-05 12:41:07.609000, 2014-08-05 12:41:09.085000, 2014-08-05 12:41:11.445000, 2014-08-05 12:41:12.609000
3, 5, 20, 20, 30.0, 2014-08-05 12:41:12.610000, 2014-08-05 12:41:14.168000, 2014-08-05 12:41:16.498000, 2014-08-05 12:41:18.459000
3, 6, 20, 20, 30.0, 2014-08-05 12:41:18.459000, 2014-08-05 12:41:19.935000, 2014-08-05 12:41:22.264000, 2014-08-05 12:41:23.459000
3, 7, 20, 20, 30.0, 2014-08-05 12:41:23.460000, 2014-08-05 12:41:24.902000, 2014-08-05 12:41:29.730000, 2014-08-05 12:41:30.727000
3, 8, 20, 20, 30.0, 2014-08-05 12:41:30.728000, 2014-08-05 12:41:32.119000, 2014-08-05 12:41:36.947000, 2014-08-05 12:41:38.576000
3, 9, 20, 20, 30.0, 2014-08-05 12:41:38.577000, 2014-08-05 12:41:40.403000, 2014-08-05 12:41:42.731000, 2014-08-05 12:41:49.128000
3, 10, 20, 20, 30.0, 2014-08-05 12:41:49.128000, 2014-08-05 12:41:50.686000, 2014-08-05 12:41:53.016000, 2014-08-05 12:42:02.445000
