game, round, contribution, opponent_1_contrib, payoff, choice_screen_onset, choice_screen_ended, summary_screen_onset, summary_screen_ended
1, 1, 10, 10, 28.0, 2014-08-05 10:45:25.095000, 2014-08-05 10:45:37.514000, 2014-08-05 10:45:40.373000, 2014-08-05 10:45:44.139000
1, 2, 15, 11, 28.4, 2014-08-05 10:45:44.139000, 2014-08-05 10:45:48.446000, 2014-08-05 10:45:50.781000, 2014-08-05 10:45:55.106000
1, 3, 15, 16, 32.9, 2014-08-05 10:45:55.107000, 2014-08-05 10:46:00.413000, 2014-08-05 10:46:02.746000, 2014-08-05 10:46:07.573000
1, 4, 16, 18, 34.6, 2014-08-05 10:46:07.573000, 2014-08-05 10:46:10.914000, 2014-08-05 10:46:13.247000, 2014-08-05 10:46:16.440000
1, 5, 20, 18, 34.2, 2014-08-05 10:46:16.440000, 2014-08-05 10:46:17.947000, 2014-08-05 10:46:20.277000, 2014-08-05 10:46:23.307000
1, 6, 20, 20, 36.0, 2014-08-05 10:46:23.308000, 2014-08-05 10:46:26.215000, 2014-08-05 10:46:28.543000, 2014-08-05 10:46:29.973000
1, 7, 20, 20, 36.0, 2014-08-05 10:46:29.974000, 2014-08-05 10:46:31.348000, 2014-08-05 10:46:33.675000, 2014-08-05 10:46:34.907000
1, 8, 20, 20, 36.0, 2014-08-05 10:46:34.908000, 2014-08-05 10:46:36.382000, 2014-08-05 10:46:38.708000, 2014-08-05 10:46:39.907000
1, 9, 20, 20, 36.0, 2014-08-05 10:46:39.908000, 2014-08-05 10:46:41.150000, 2014-08-05 10:46:43.475000, 2014-08-05 10:46:44.641000
1, 10, 20, 20, 36.0, 2014-08-05 10:46:44.642000, 2014-08-05 10:46:46.048000, 2014-08-05 10:46:48.375000, 2014-08-05 10:46:49.507000
2, 1, 20, 20, 24.0, 2014-08-05 10:47:04.127000, 2014-08-05 10:47:05.533000, 2014-08-05 10:47:07.861000, 2014-08-05 10:47:08.958000
2, 2, 20, 20, 24.0, 2014-08-05 10:47:08.959000, 2014-08-05 10:47:10.100000, 2014-08-05 10:47:12.430000, 2014-08-05 10:47:13.392000
2, 3, 20, 20, 24.0, 2014-08-05 10:47:13.393000, 2014-08-05 10:47:14.550000, 2014-08-05 10:47:16.877000, 2014-08-05 10:47:17.942000
2, 4, 20, 20, 24.0, 2014-08-05 10:47:17.942000, 2014-08-05 10:47:18.916000, 2014-08-05 10:47:21.246000, 2014-08-05 10:47:22.243000
2, 5, 20, 20, 24.0, 2014-08-05 10:47:22.243000, 2014-08-05 10:47:23.551000, 2014-08-05 10:47:25.877000, 2014-08-05 10:47:26.776000
2, 6, 20, 20, 24.0, 2014-08-05 10:47:26.776000, 2014-08-05 10:47:27.985000, 2014-08-05 10:47:30.311000, 2014-08-05 10:47:31.276000
2, 7, 20, 20, 24.0, 2014-08-05 10:47:31.277000, 2014-08-05 10:47:32.517000, 2014-08-05 10:47:34.845000, 2014-08-05 10:47:35.743000
2, 8, 20, 20, 24.0, 2014-08-05 10:47:35.743000, 2014-08-05 10:47:36.985000, 2014-08-05 10:47:39.311000, 2014-08-05 10:47:40.209000
2, 9, 20, 20, 24.0, 2014-08-05 10:47:40.210000, 2014-08-05 10:47:41.819000, 2014-08-05 10:47:44.147000, 2014-08-05 10:47:45.043000
2, 10, 20, 20, 24.0, 2014-08-05 10:47:45.044000, 2014-08-05 10:47:46.334000, 2014-08-05 10:47:48.662000, 2014-08-05 10:47:49.426000
3, 1, 20, 20, 30.0, 2014-08-05 10:47:57.145000, 2014-08-05 10:47:58.385000, 2014-08-05 10:48:00.713000, 2014-08-05 10:48:01.444000
3, 2, 20, 20, 30.0, 2014-08-05 10:48:01.445000, 2014-08-05 10:48:02.885000, 2014-08-05 10:48:05.213000, 2014-08-05 10:48:06.011000
3, 3, 20, 20, 30.0, 2014-08-05 10:48:06.011000, 2014-08-05 10:48:07.085000, 2014-08-05 10:48:09.413000, 2014-08-05 10:48:10.277000
3, 4, 20, 20, 30.0, 2014-08-05 10:48:10.277000, 2014-08-05 10:48:11.320000, 2014-08-05 10:48:13.648000, 2014-08-05 10:48:14.544000
3, 5, 20, 20, 30.0, 2014-08-05 10:48:14.545000, 2014-08-05 10:48:15.603000, 2014-08-05 10:48:17.930000, 2014-08-05 10:48:18.761000
3, 6, 20, 20, 30.0, 2014-08-05 10:48:18.761000, 2014-08-05 10:48:19.969000, 2014-08-05 10:48:22.301000, 2014-08-05 10:48:23.028000
3, 7, 20, 20, 30.0, 2014-08-05 10:48:23.029000, 2014-08-05 10:48:24.899000, 2014-08-05 10:48:27.230000, 2014-08-05 10:48:28.228000
3, 8, 20, 20, 30.0, 2014-08-05 10:48:28.228000, 2014-08-05 10:48:29.487000, 2014-08-05 10:48:31.815000, 2014-08-05 10:48:32.745000
3, 9, 20, 20, 30.0, 2014-08-05 10:48:32.746000, 2014-08-05 10:48:34.086000, 2014-08-05 10:48:36.414000, 2014-08-05 10:48:37.145000
3, 10, 20, 20, 30.0, 2014-08-05 10:48:37.145000, 2014-08-05 10:48:38.619000, 2014-08-05 10:48:40.947000, 2014-08-05 10:48:41.479000
